Date,High,Low,Open,Close,Volume,Adj Close,atr,high-open,High 5 day average,Low
2/22/2019,24.36000061,23.87999916,24.04999924,24.36000061,52650700,24.36000061,0.48000145,0.01288987,24.10600014,23.43000031
2/25/2019,25.52000046,24.68000031,25.01000023,24.70999908,63221000,24.70999908,0.840000153,0.020391852,24.30400009,23.68800011
2/26/2019,24.71999931,24.14999962,24.64999962,24.20999908,48470100,24.20999908,0.569999695,0.002839744,24.59800034,23.98400002
2/27/2019,24.22999954,23.20999908,24.11000061,23.47999954,62649300,23.47999954,1.020000458,0.004977143,24.66000023,24.09199982
2/28/2019,23.67000008,23.11000061,23.20999908,23.53000069,39384900,23.53000069,0.559999466,0.019819087,24.63199997,23.95399971
3/1/2019,24.19000053,23.45000076,23.96999931,23.68000031,48084000,23.68000031,0.739999771,0.009178191,24.5,23.80599976
3/4/2019,24.12999916,23.01000023,23.88999939,23.37000084,48147700,23.37000084,1.119998932,0.010046035,24.46599998,23.72000008
3/5/2019,23.68000031,23.01000023,23.34000015,23.5,35462600,23.5,0.670000076,0.014567273,24.18799973,23.38600006
3/6/2019,23.53000069,22.39999962,23.46999931,22.40999985,60479400,22.40999985,1.130001068,0.002556514,23.97999992,23.15800018
3/7/2019,22.40999985,21.72999954,22.32999992,22.07999992,52186300,22.07999992,0.680000305,0.003582621,23.84000015,22.99600029
3/8/2019,22.09000015,21.04000092,21.35000038,22.01000023,49967700,22.01000023,1.049999237,0.03466041,23.58800011,22.72000008
3/11/2019,23.07999992,21.97999954,22.14999962,22.95999908,54420200,22.95999908,1.100000381,0.04198647,23.16800003,22.23800011
3/12/2019,23.79999924,22.78000069,23.10000038,23.48999977,56410600,23.48999977,1.01999855,0.03030298,22.95800018,22.03199997
3/13/2019,24.14999962,23.35000038,23.65999985,23.37999916,56705800,23.37999916,0.799999237,0.02071005,22.98199997,21.98600006
3/14/2019,23.48999977,22.79999924,23.37000084,22.81999969,42818600,22.81999969,0.690000534,0.005134742,23.10599976,22.17600021
3/15/2019,23.64999962,23.01000023,23.10000038,23.29000092,46519900,23.29000092,0.63999939,0.02380949,23.32199974,22.39000015
3/18/2019,23.62000084,23.04000092,23.29999924,23.25,34731800,23.25,0.579999924,0.013733975,23.63399963,22.78400002
3/19/2019,26.07999992,23.59000015,23.60000038,26,156052200,26,2.489999771,0.105084725,23.74199982,22.99600029
3/20/2019,26.87999916,25.30999947,26.48999977,25.70000076,151292100,25.70000076,1.569999695,0.014722514,24.19799995,23.15800018
3/21/2019,28.11000061,25.70999908,25.78000069,27.88999939,129610300,27.88999939,2.400001526,0.090380134,24.74399986,23.55
3/22/2019,27.75,26.32999992,27.54000092,26.37000084,115323300,26.37000084,1.420000076,0.007625239,25.66800003,24.13199997
3/25/2019,26.98999977,25.54000092,26.29000092,25.96999931,78438200,25.96999931,1.449998856,0.026626049,26.48800011,24.79599991
3/26/2019,26.97999954,25.45999908,26.69000053,25.69000053,75754100,25.69000053,1.520000458,0.010865455,27.16199989,25.29599991
3/27/2019,25.87999916,24.54999924,25.70000076,24.88999939,88585300,24.88999939,1.329999924,0.007003829,27.34199982,25.66999969
3/28/2019,25.55999947,24.64999962,25.10000038,25.05999947,64667500,25.05999947,0.909999847,0.018326656,27.14199982,25.51799965
3/29/2019,25.72999954,25.25,25.57999992,25.52000046,53502800,25.52000046,0.479999542,0.005863941,26.63199959,25.30599976
4/1/2019,26.55999947,25.82999992,26.42000008,26.36000061,63000300,26.36000061,0.729999542,0.005298993,26.2279995,25.08999977
4/2/2019,26.79999924,26.09000015,26.51000023,26.75,53358800,26.75,0.709999084,0.010939231,26.14199944,25.14799957
4/3/2019,29.95000076,27.87999916,28.02000046,29.02000046,197650500,29.02000046,2.070001602,0.068879382,26.10599937,25.27399979
4/4/2019,29.38999939,28.61000061,28.87999916,29.09000015,82191100,29.09000015,0.779998779,0.017659288,26.91999969,25.93999977
4/5/2019,29.69000053,28.79999924,29.63999939,28.97999954,65662700,28.97999954,0.890001297,0.001686948,27.68599968,26.73199997
4/8/2019,28.95000076,28.18000031,28.69000053,28.53000069,58002500,28.53000069,0.770000458,0.009062399,28.47799988,27.44199982
4/9/2019,28.37999916,27.19000053,28.23999977,27.23999977,75539800,27.23999977,1.189998627,0.004957486,28.95600014,27.91199989
4/10/2019,28.12000084,27.31999969,27.45999908,27.82999992,64368100,27.82999992,0.800001144,0.024035025,29.27200012,28.13199997
4/11/2019,28.04999924,27.45999908,27.80999947,27.79000092,44801200,27.79000092,0.590000153,0.008629981,28.90600014,28.02000008
4/12/2019,28.37999916,27.65999985,28.20999908,27.85000038,41048800,27.85000038,0.719999313,0.006026235,28.63800011,27.78999977
4/15/2019,27.84000015,26.95999908,27.79999924,27.32999992,40812500,27.32999992,0.880001068,0.001438882,28.37599983,27.56199989
4/16/2019,28.18000031,27.48999977,27.71999931,27.93000031,47340100,27.93000031,0.690000534,0.016594553,28.15399971,27.31799965
4/17/2019,28.27000046,27.21999931,28.20999908,27.48999977,48240800,27.48999977,1.050001144,0.002126954,28.11399994,27.3779995
4/18/2019,27.87999916,27.34000015,27.60000038,27.68000031,39880900,27.68000031,0.539999008,0.010144883,28.14399986,27.35799942
4/22/2019,28.22999954,27.38999939,27.62000084,28.18000031,36477300,28.18000031,0.840000153,0.022085398,28.10999985,27.33399963
4/23/2019,28.48999977,27.79000092,28.18000031,27.96999931,41777500,27.96999931,0.699998856,0.011000691,28.07999992,27.27999954
4/24/2019,28.85000038,27.93000031,28.10000038,28.45999908,51784700,28.45999908,0.920000076,0.026690391,28.20999985,27.44599991
4/25/2019,28.86000061,27.36000061,28.67000008,27.65999985,57329700,27.65999985,1.5,0.006627155,28.34399986,27.53400002
4/26/2019,27.89999962,27.04999924,27.65999985,27.87999916,48827900,27.87999916,0.850000381,0.008676781,28.46199989,27.56200027
4/29/2019,28.13999939,27.5,27.89999962,27.69000053,44532700,27.69000053,0.63999939,0.008602142,28.46599998,27.50400009
4/30/2019,27.79999924,26.94000053,27.59000015,27.62999916,73165900,27.62999916,0.859998703,0.00761142,28.44799995,27.52600021
5/1/2019,29.14999962,26.78000069,28.95000076,26.80999947,136066900,26.80999947,2.369998932,0.006908423,28.30999985,27.35600014
5/2/2019,28.63999939,26.61000061,26.94000053,28.29000092,100514800,28.29000092,2.029998779,0.063103149,28.36999969,27.12600021
5/3/2019,28.42000008,27.65999985,28.29999924,28.21999931,55503100,28.21999931,0.760000229,0.004240312,28.32599945,26.97600021
5/6/2019,27.5,26.45000076,26.71999931,27.42000008,70344100,27.42000008,1.049999237,0.029191643,28.42999954,27.09800034
5/7/2019,27.35000038,26.20999908,27.20000076,26.65999985,75868800,26.65999985,1.140001297,0.005514692,28.30199966,26.88800049
5/8/2019,27.70999908,26.27000046,26.40999985,27.09000015,65967500,27.09000015,1.439998627,0.04922375,28.21199989,26.7420002
5/9/2019,27.37999916,26.03000069,26.70000076,27.20999908,73150900,27.20999908,1.349998474,0.025468104,27.92399979,26.64000015
5/10/2019,28.10000038,26.93000031,27.03000069,27.95999908,82930100,27.95999908,1.170000076,0.039585633,27.67199974,26.52400017
5/13/2019,27.22999954,26.10000038,26.97999954,26.23999977,99017900,26.23999977,1.129999161,0.009266123,27.6079998,26.37800026
5/14/2019,27.47999954,26.14999962,26.53000069,27.31999969,82980400,27.31999969,1.329999924,0.035808475,27.55399971,26.30800018
5/15/2019,27.79000092,26.72999954,26.87000084,27.57999992,55689900,27.57999992,1.060001373,0.03423893,27.57999954,26.29600029
5/16/2019,28.37000084,27.27000046,27.37000084,28.01000023,67330100,28.01000023,1.100000381,0.036536353,27.59599991,26.38800011
5/17/2019,28.45999908,27.39999962,27.69000053,27.5,65385400,27.5,1.059999466,0.02780782,27.79400024,26.63600006
5/20/2019,27.23999977,26.48999977,26.97999954,26.68000031,69757400,26.68000031,0.75,0.009636777,27.86599998,26.72999992
5/21/2019,27.37000084,26.93000031,27.18000031,27.35000038,46079200,27.35000038,0.440000534,0.006990454,27.86800003,26.8079998
5/22/2019,27.59000015,27.06999969,27.12000084,27.40999985,40035300,27.40999985,0.520000458,0.017330358,27.84600029,26.96399994
5/23/2019,27.10000038,26.03000069,26.98999977,26.36000061,67809200,26.36000061,1.069999695,0.004075606,27.80600014,27.03199997
5/24/2019,26.93000031,26.39999962,26.61000061,26.44000053,39835800,26.44000053,0.530000687,0.012025543,27.55200005,26.78400002
5/28/2019,29.67000008,27.05999947,27.27000046,29.04999924,146949600,29.04999924,2.61000061,0.088008785,27.24600029,26.58400002
5/29/2019,29.31999969,27.72999954,29,28.09000015,99969600,28.09000015,1.590000153,0.011034472,27.73200035,26.69799995
5/30/2019,28.55999947,27.60000038,28.39999962,28.03000069,65289100,28.03000069,0.959999084,0.005633798,28.12200012,26.8579998
5/31/2019,28.36000061,27.39999962,27.56999969,27.40999985,68667800,27.40999985,0.960000992,0.028654368,28.31599998,26.96399994
6/3/2019,29.62000084,27.29000092,28.75,27.57999992,147532200,27.57999992,2.329999924,0.030260899,28.56800003,27.23799973
6/4/2019,29.59000015,27.90999985,28.38999939,29.56999969,107549500,29.56999969,1.680000305,0.042268432,29.10600014,27.41599998
6/5/2019,29.98999977,29.03000069,29.93000031,29.5,79481500,29.5,0.959999084,0.00200466,29.09000015,27.58600006
6/6/2019,31.97999954,29.84000015,29.87000084,31.81999969,131267800,31.81999969,2.13999939,0.070639392,29.22400017,27.84600029
6/7/2019,32.59999847,31.56999969,31.94000053,32.40999985,86841100,32.40999985,1.029998779,0.02066368,29.90800018,28.29400024
6/10/2019,34.29999924,33.08000183,33.52999878,33.22999954,97668800,33.22999954,1.219997406,0.022964524,30.75599976,29.12800026
6/11/2019,33.49000168,31.81999969,33.43000031,32.40999985,82834900,32.40999985,1.670001984,0.001794836,31.69199944,30.28600044
6/12/2019,32.56999969,31.92000008,32,32.18000031,56298700,32.18000031,0.649999619,0.01781249,32.47199974,31.06800041
6/13/2019,32.5,31.05999947,32.38999939,31.38999939,63556000,31.38999939,1.440000534,0.003396129,32.98799973,31.64600029
6/14/2019,30.95999908,30.02000046,30.70000076,30.36000061,70373000,30.36000061,0.939998627,0.008469,33.09199982,31.89000015
6/17/2019,30.45000076,29.18000031,30.25,29.20000076,70865700,29.20000076,1.270000458,0.006611595,32.76399994,31.58000031
6/18/2019,30.96999931,29.57999992,29.76000023,30.45000076,86444500,30.45000076,1.38999939,0.040658571,31.99400024,30.8
6/19/2019,30.79000092,30.05999947,30.67000008,30.5,63233900,30.5,0.73000145,0.003912646,31.48999977,30.35200005
6/20/2019,31.36000061,29.84000015,31.23999977,30.01000023,72418200,30.01000023,1.520000458,0.003841256,31.13400002,29.97999992
6/21/2019,30.35000038,28.96999931,29.64999962,29.10000038,81861300,29.10000038,1.380001068,0.023608795,30.90600014,29.73600006
6/24/2019,29.39999962,28.67000008,29.31999969,29.26000023,55724800,29.26000023,0.729999542,0.00272851,30.7840004,29.52599983
6/25/2019,29.71999931,28.79999924,29.26000023,28.86000061,53680900,28.86000061,0.920000076,0.01572109,30.57400017,29.42399979
6/26/2019,30.47999954,29.78000069,29.97999954,29.92000008,65064200,29.92000008,0.699998856,0.016677785,30.32400017,29.26799965
6/27/2019,30.95999908,30.20999908,30.40999985,30.73999977,55623300,30.73999977,0.75,0.018086131,30.26199989,29.21199989
6/28/2019,31.11000061,30.32999992,31.07999992,30.37000084,50090900,30.37000084,0.780000687,0.000965273,30.18199959,29.28599968
7/1/2019,32.04000092,30.87000084,31.79000092,31.20000076,60275900,31.20000076,1.170000076,0.007864108,30.33399963,29.5579998
7/2/2019,31.26000023,30.72999954,30.95999908,31.23999977,37721700,31.23999977,0.530000687,0.00968996,30.86199989,29.99799995
7/3/2019,31.32999992,30.73999977,31.12999916,31.19000053,23462000,31.19000053,0.590000153,0.006424695,31.17000008,30.38400002
7/5/2019,31.55999947,30.75,30.87999916,31.5,34011900,31.5,0.809999466,0.022020736,31.34000015,30.57599983
7/8/2019,32.15000153,31.26000023,31.79999924,32.04000092,49689400,32.04000092,0.890001297,0.011006362,31.46000023,30.68400002
7/9/2019,33.18000031,30.10000038,31.76000023,33.15000153,61419800,33.15000153,3.079999924,0.04471033,31.66800041,30.87000008
7/10/2019,34.02999878,33.36000061,33.56000137,33.79000092,60388400,33.79000092,0.669998169,0.01400469,31.89600029,30.71599998
7/11/2019,34,32.75999832,33.90999985,33.06000137,63081800,33.06000137,1.240001678,0.002654089,32.45,31.2420002
7/12/2019,33.38999939,32.59000015,32.75999832,33.20999908,51509700,33.20999908,0.799999237,0.019230803,32.98400002,31.64599991
7/15/2019,34.54999924,33.27000046,33.34000015,34.38999939,65565200,34.38999939,1.279998779,0.036292714,33.35,32.01399994
7/16/2019,34.86000061,33.79999924,34.29999924,33.84999847,66912700,33.84999847,1.060001373,0.016326571,33.82999954,32.41599998
7/17/2019,34.29999924,33.49000168,34.00999832,33.59999847,42557900,33.59999847,0.809997559,0.008526931,34.1659996,33.15599976
7/18/2019,33.45999908,32.41999817,33.02999878,33,58473900,33,1.040000916,0.013018478,34.21999969,33.18199997
7/19/2019,33.34999847,32.45000076,33.08000183,32.50999832,44617700,32.50999832,0.899997711,0.00816193,34.11199951,33.11399994
7/22/2019,33.31000137,32.74000168,32.79999924,32.84999847,37777300,32.84999847,0.569999695,0.015548846,34.10399933,33.08600006
7/23/2019,33.5,32.93000031,33.16999817,33.49000168,38532500,33.49000168,0.569999695,0.009948805,33.85599976,32.98000031
7/24/2019,34.36000061,33.45000076,33.63999939,34.11000061,41952300,34.11000061,0.909999847,0.021403128,33.58399963,32.80600052
7/25/2019,34.25,33.61999893,34.04999924,33.66999817,36705600,33.66999817,0.630001068,0.005873738,33.59599991,32.79800034
7/26/2019,34.77000046,33.86999893,34.22999954,34.02000046,43502800,34.02000046,0.900001526,0.015775662,33.75400009,33.03800049
7/29/2019,34.18000031,32.97999954,34.13999939,33.47999954,45922000,33.47999954,1.200000763,0.001171673,34.03800049,33.32200012
7/30/2019,33.93999863,32.93999863,33.20999908,33.86999893,72198900,33.86999893,1,0.021981318,34.21200027,33.36999969
7/31/2019,32.29999924,30.29999924,32.08000183,30.45000076,119190000,30.45000076,2,0.006857774,34.3,33.37199936
8/1/2019,31.47999954,29.10000038,30.5,29.86000061,80878900,29.86000061,2.379999161,0.032131133,33.88799973,32.74199905
8/2/2019,29.72999954,28.94000053,29.47999954,29.44000053,60410900,29.44000053,0.789999008,0.008480326,33.33399963,31.83799934
8/5/2019,28.48999977,27.64999962,28.26000023,27.98999977,74333200,27.98999977,0.840000153,0.008138696,32.32599945,30.85199966
8/6/2019,29.04999924,28.20000076,28.86000061,28.86000061,60578400,28.86000061,0.849998474,0.006583459,31.18799934,29.78599968
8/7/2019,29.28000069,28.37000084,28.46999931,29.19000053,58577500,29.19000053,0.909999847,0.02845105,30.20999947,28.83800011
8/8/2019,34.27000046,31.47999954,31.53000069,33.91999817,167278800,33.91999817,2.790000916,0.086901355,29.60599976,28.45200043
8/9/2019,35.54999924,33.08000183,33.45000076,34.18999863,132483900,34.18999863,2.469997406,0.062780222,30.16399994,28.92800026
8/12/2019,34.65000153,32.08000183,34.15999985,32.43000031,106936000,32.43000031,2.569999695,0.014344311,31.32799988,29.75600052
8/13/2019,33.13999939,31.71999931,32.36000061,32.11000061,102009700,32.11000061,1.420000076,0.024103794,32.56000023,30.64200096
8/14/2019,31.04999924,29.51000023,31,30.23999977,127521500,30.23999977,1.539999008,0.001612879,33.37800026,31.34600067
8/15/2019,30.72999954,29.20999908,30.62999916,29.67000008,71674400,29.67000008,1.520000458,0.003264786,33.73199997,31.57400055
8/16/2019,31.47999954,30.20999908,30.30999947,31.18000031,70469800,31.18000031,1.270000458,0.038601125,33.02399979,31.12000046
8/19/2019,32.18999863,31.42000008,32,31.47999954,67596900,31.47999954,0.76999855,0.005937457,32.20999985,30.54599991
8/20/2019,31.30999947,30.45000076,30.94000053,30.71999931,47924000,30.71999931,0.859998703,0.011958595,31.71799927,30.41399956
8/21/2019,31.73999977,30.84000015,31.04999924,31.70000076,41441500,31.70000076,0.899999619,0.02222224,31.35199928,30.15999985
8/22/2019,31.92000008,30.97999954,31.76000023,31.89999962,47667900,31.89999962,0.940000534,0.005037779,31.48999939,30.42599983
8/23/2019,31.82999992,29.39999962,31.29999924,29.54000092,83681100,29.54000092,2.430000305,0.01693293,31.7279995,30.77999992
8/26/2019,30.71999931,29.94000053,30.34000015,30.28000069,50612500,30.28000069,0.779998779,0.012524692,31.79799957,30.61800003
8/27/2019,30.88999939,29.60000038,30.60000038,30.20000076,53229200,30.20000076,1.289999008,0.009477092,31.50399971,30.32200012
8/28/2019,31.18000031,29.70000076,29.92000008,30.78000069,55835900,30.78000069,1.479999542,0.042112307,31.41999969,30.15200005
8/29/2019,31.82999992,31.32999992,31.46999931,31.45000076,44422800,31.45000076,0.5,0.011439486,31.3079998,29.92400017
8/30/2019,31.87000084,31.12999916,31.60000038,31.45000076,40307000,31.45000076,0.740001678,0.008544318,31.28999977,29.99400024
9/3/2019,31.13999939,30.68000031,30.82999992,30.89999962,38029300,30.89999962,0.459999084,0.010055124,31.29799995,30.34000015
9/4/2019,31.82999992,30.85000038,31.31999969,30.95000076,46614600,30.95000076,0.979999542,0.016283532,31.38199997,30.48800011
9/5/2019,32.04999924,31.12000084,31.79000092,31.5,57861200,31.5,0.929998398,0.00817862,31.57000008,30.73800011
9/6/2019,31.51000023,30.47999954,31.5,30.55999947,51673000,30.55999947,1.030000687,0.000317468,31.74399986,31.02200012
9/9/2019,31.18000031,30.23999977,30.93000031,30.5,54413200,30.5,0.940000534,0.008082767,31.67999992,30.85200005
9/10/2019,30.37999916,29.77000046,30.21999931,30.22999954,48604800,30.22999954,0.609998703,0.005294502,31.54199982,30.67400017
9/11/2019,30.43000031,29.51000023,30.37999916,29.76000023,50631700,29.76000023,0.920000076,0.001645857,31.38999977,30.4920002
9/12/2019,30.84000015,29.95000076,30.07999992,30.20999908,53618300,30.20999908,0.88999939,0.025265965,31.10999985,30.22400017
9/13/2019,30.85000038,29.95000076,30.27000046,30.69000053,47758800,30.69000053,0.899999619,0.019160883,30.86800003,29.99000015
9/16/2019,31.14999962,30.26000023,30.37000084,30.82999992,52248500,30.82999992,0.88999939,0.025683199,30.73600006,29.8840004
9/17/2019,31.31999969,30.73999977,31.06999969,30.98999977,35011700,30.98999977,0.579999924,0.008046347,30.72999992,29.88800049
9/18/2019,30.88999939,29.87999916,30.75,30.42000008,47027500,30.42000008,1.010000229,0.004552826,30.91800003,30.08200035
9/19/2019,30.95999908,30.13999939,30.56999969,30.29000092,41603000,30.29000092,0.819999695,0.012757586,31.00999985,30.15600014
9/20/2019,30.46999931,29.64999962,30.36000061,30.04999924,79957400,30.04999924,0.819999695,0.003623146,31.03399963,30.19399986
9/23/2019,30.79999924,30.06999969,30.12000084,30.63999939,44366800,30.63999939,0.729999542,0.022576307,30.95799942,30.13399963
9/24/2019,30.75,29.29000092,30.54000092,29.52000046,72963000,29.52000046,1.459999084,0.006876198,30.88799934,30.09599953
9/25/2019,29.64999962,28.54999924,29.47999954,29.54000092,58234800,29.54000092,1.100000381,0.005766624,30.7739994,29.80599976
9/26/2019,29.77000046,29,29.67000008,29.46999931,40745400,29.46999931,0.770000458,0.003370421,30.52599945,29.53999977
9/27/2019,29.77000046,28.35000038,29.17000008,28.71999931,54091100,28.71999931,1.420000076,0.020569091,30.28799973,29.31199989
9/30/2019,29.04999924,28.36000061,28.88999939,28.98999977,37295600,28.98999977,0.689998627,0.005538243,30.14799995,29.05200005
10/1/2019,29.54000092,28.63999939,29.04999924,28.76000023,37081800,28.76000023,0.900001526,0.016867528,29.79799995,28.71000023
10/2/2019,28.85000038,28.03000069,28.5,28.30999947,43640700,28.30999947,0.819999695,0.012280715,29.55600014,28.57999992
10/3/2019,28.78000069,27.43000031,28.28000069,28.68000031,56325200,28.68000031,1.350000381,0.017680339,29.39600029,28.47600021
10/4/2019,29.05999947,28.28000069,28.82999992,29.01000023,34446700,29.01000023,0.779998779,0.007977785,29.19800034,28.16200027
10/7/2019,29.62999916,28.84000015,28.89999962,28.93000031,39337200,28.93000031,0.789999008,0.0252595,29.05600014,28.14800034
10/8/2019,28.63999939,27.92000008,28.54999924,28.22999954,44265700,28.22999954,0.719999313,0.00315237,29.17200012,28.24400024
10/9/2019,28.95000076,28.35000038,28.79999924,28.45999908,35661500,28.45999908,0.600000381,0.005208386,28.99199982,28.10000038
10/10/2019,28.88999939,28,28.52000046,28.37999916,40660100,28.37999916,0.88999939,0.012973314,29.01199989,28.16400032
10/11/2019,30.20000076,28.80999947,28.82999992,29.75,66256900,29.75,1.390001297,0.047519974,29.03399963,28.27800026
10/14/2019,30.61000061,29.37999916,29.70999908,30.53000069,44473700,30.53000069,1.23000145,0.030292883,29.26199989,28.38400002
10/15/2019,30.92000008,30.17000008,30.70000076,30.71999931,41600700,30.71999931,0.75,0.007166101,29.45800018,28.49199982
10/16/2019,31.40999985,30.53000069,30.60000038,30.80999947,42804400,30.80999947,0.879999161,0.02647057,29.91400032,28.94199982
10/17/2019,31.39999962,30.86000061,31.29999924,31.13999939,36884400,31.13999939,0.539999008,0.0031949,30.40600014,29.37799988
10/18/2019,31.32999992,30.29000092,31.05999947,30.96999931,39681700,30.96999931,1.039999008,0.008692867,30.90800018,29.95
10/21/2019,32.25999832,31.40999985,31.5,32.02999878,52182800,32.02999878,0.849998474,0.024126931,31.13400002,30.24600029
10/22/2019,32.15000153,31.5,32.06000137,31.51000023,36185200,31.51000023,0.650001526,0.002807241,31.46399956,30.65200043
10/23/2019,31.64999962,30.82999992,31.09000015,31.36000061,26582200,31.36000061,0.819999695,0.018012205,31.70999985,30.91800041
10/24/2019,31.86000061,31.34000015,31.57999992,31.71999931,27808000,31.71999931,0.520000458,0.008866393,31.7579998,30.97800026
10/25/2019,32.86000061,31.82999992,31.89999962,32.70999908,45368800,32.70999908,1.030000687,0.030094075,31.85,31.07400017
10/28/2019,33.90999985,33.15000153,33.15999985,33.68999863,51223600,33.68999863,0.759998322,0.022617612,32.15600014,31.38199997
10/29/2019,33.90000153,32.70000076,33.72999954,33.02999878,78700100,33.02999878,1.200000763,0.005040083,32.48600044,31.73000031
10/30/2019,33.34000015,32.02999878,32.93000031,33.13000107,78228800,33.13000107,1.310001373,0.012450648,32.83600044,31.97000046
10/31/2019,34.34000015,32.81999969,32.97999954,33.93000031,67881600,33.93000031,1.520000458,0.041237132,33.17400055,32.21000023
11/1/2019,35,34.09999847,34.36999893,34.88999939,64238600,34.88999939,0.900001526,0.018329971,33.67000046,32.50600014
11/4/2019,36.45000076,34.75999832,35.18999863,36.29000092,83343800,36.29000092,1.690002441,0.035805689,34.09800034,32.95999985
11/5/2019,37.18000031,35.97999954,36.56000137,36.15000153,84848600,36.15000153,1.200000763,0.016958395,34.60600052,33.28199921
11/6/2019,36.47999954,35.52000046,36.06000137,35.93000031,51675100,35.93000031,0.959999084,0.011647203,35.26200027,33.93799896
11/7/2019,36.99000168,36.02999878,36.52000046,36.27999878,54350200,36.27999878,0.960002899,0.012869694,35.89000015,34.6359993
11/8/2019,36.58000183,36,36.06000137,36.29000092,39353900,36.29000092,0.580001831,0.014420423,36.42000046,35.27799911
