,open,,low,close,volume,date,,high
351,83.545,,83.4805,83.62,73458,12/3/2021 12:21,83.50427143,83.74
352,83.62,,83.5501,83.695,27921,12/3/2021 12:22,83.5257,83.7
353,83.7,,83.46,83.475,34442,12/3/2021 12:23,83.56284286,83.7
354,83.48,,83.35,83.41,35392,12/3/2021 12:24,83.56714286,83.48
355,83.41,,83.4,83.44,38962,12/3/2021 12:25,83.58857143,83.52
356,83.44,,83.43,83.59,54245,12/3/2021 12:26,83.61285714,83.59
357,83.57,,83.56,83.59,52004,12/3/2021 12:27,83.63142857,83.69
358,83.58,,83.5,83.53,46009,12/3/2021 12:28,83.61714286,83.64
359,83.52,,83.3,83.31,45286,12/3/2021 12:29,83.59651429,83.5556
360,83.33,,83.3,83.3664,55077,12/3/2021 12:30,83.55794286,83.43
361,83.34,,83.26,83.265,47997,12/3/2021 12:31,83.54794286,83.41
362,83.275,,83.12,83.19,75577,12/3/2021 12:32,83.52078571,83.3299
363,83.1825,,83.14,83.2905,71026,12/3/2021 12:33,83.49507143,83.41
364,83.29,,83.2847,83.47,40091,12/3/2021 12:34,83.4685,83.504
365,83.47,,83.3501,83.37,46206,12/3/2021 12:35,83.44992857,83.51
366,83.3724,,83.26,83.26,41367,12/3/2021 12:36,83.42627143,83.39
367,83.25,,83.1401,83.15,45936,12/3/2021 12:37,83.40627143,83.29
368,83.15,,82.88,83.01,80811,12/3/2021 12:38,83.37055714,83.16
369,82.99,,82.88,82.9901,85032,12/3/2021 12:39,83.33485714,83.08
370,83.02,,83.015,83.12,79517,12/3/2021 12:40,83.317,83.285
371,83.1,,82.9738,82.98,54295,12/3/2021 12:41,83.26642857,83.15
372,82.97,,82.77,82.78,67304,12/3/2021 12:42,83.20071429,83.05
373,82.77,,82.7,82.84,72861,12/3/2021 12:43,83.12642857,82.87
374,82.86,,82.62,82.735,114427,12/3/2021 12:44,83.07357143,82.92
375,82.72,,82.55,82.75,115667,12/3/2021 12:45,83.02022857,82.7866
376,82.755,,82.54,82.7,100903,12/3/2021 12:46,82.97451429,82.76
377,82.71,,82.57,82.67,100058,12/3/2021 12:47,82.91665714,82.88
378,82.67,,82.55,82.615,86593,12/3/2021 12:48,82.85951429,82.75
379,82.61,,82.57,82.85,107115,12/3/2021 12:49,82.84951429,82.98
380,82.87,,82.6101,82.92,78370,12/3/2021 12:50,82.85665714,82.92
381,82.91,,82.81,82.81,82647,12/3/2021 12:51,82.86094286,82.95
382,82.84,,82.81,82.91,78558,12/3/2021 12:52,82.90214286,83.075
383,82.93,,82.79,82.9754,179667,12/3/2021 12:53,82.93442857,82.986
384,82.96,,82.94,83.09,219482,12/3/2021 12:54,82.99442857,83.3
385,83.1,,82.98,83.035,222403,12/3/2021 12:55,83.05871429,83.2
386,83.03,,82.96,83.005,180577,12/3/2021 12:56,83.08012857,83.1299
387,83,,82.97,83.225,206131,12/3/2021 12:57,83.12441429,83.23
388,83.23,,83.22,83.37,287786,12/3/2021 12:58,83.18727143,83.39
389,83.37,,83.34,83.59,492224,12/3/2021 12:59,83.30512857,83.9
