,open,high,low,close,volume,date,Close - Open,Gpa Percent,,open,high,low,close,volume,date
199,383.67,384.77,378.46,384.39,70401971,1/24/2021 22:00,0.72,0.206330965,199,-445,799,-1292,105,0,1/24/2021 22:00
200,385.41,385.85,383.54,383.79,42665281,1/25/2021 22:00,-1.62,0.265355498,200,1113,1113,-955,-12,0,1/25/2021 22:00
201,380.22,380.32,372.01,374.41,123351078,1/26/2021 22:00,-5.81,-0.930196201,201,-1488,514,-1514,-545,0,1/26/2021 22:00
202,376.36,381.93,375.89,377.63,94198104,1/27/2021 22:00,1.27,0.520819423,202,1046,1082,-687,669,0,1/27/2021 22:00
203,375.63,376.67,368.27,370.07,126765121,1/28/2021 22:00,-5.56,-0.529618939,203,-608,1082,-1398,362,0,1/28/2021 22:00
204,373.72,377.34,370.376,376.23,75817597,1/31/2021 22:00,2.51,0.986299889,204,1485,1487,-665,357,0,1/31/2021 22:00
205,379.65,383.22,376.3181,381.55,64450662,2/1/2021 22:00,1.9,0.90901842,205,1296,1314,-811,259,0,2/1/2021 22:00
206,382.435,383.7,380.48,381.85,52427090,2/2/2021 22:00,-0.585,0.231948631,206,20,675,-714,228,0,2/2/2021 22:00
207,382.96,386.24,381.9655,386.19,47142555,2/3/2021 22:00,3.23,0.290690062,207,637,682,-363,288,0,2/3/2021 22:00
208,388.2,388.47,386.1444,387.71,48669773,2/4/2021 22:00,-0.49,0.520469199,208,1282,1282,-491,129,0,2/4/2021 22:00
209,389.27,390.56,388.35,390.51,38365185,2/7/2021 22:00,1.24,0.402362591,209,1249,1249,-610,305,0,2/7/2021 22:00
210,389.61,390.89,389.17,390.25,35551059,2/8/2021 22:00,0.64,-0.23046785,210,-35,725,-724,85,0,2/8/2021 22:00
211,392.12,392.28,387.5,390.08,59154370,2/9/2021 22:00,-2.04,0.479180013,211,1216,1216,-1194,-337,0,2/9/2021 22:00
212,391.24,391.69,388.1,390.71,42913288,2/10/2021 22:00,-0.53,0.297374897,212,699,798,-1154,169,0,2/10/2021 22:00
213,389.85,392.9,389.77,392.64,50593270,2/11/2021 22:00,2.79,-0.220112104,213,-870,736,-887,254,0,2/11/2021 22:00
214,393.96,394.17,391.53,392.3,50972366,2/15/2021 22:00,-1.66,0.336185819,214,755,769,-954,-34,0,2/15/2021 22:00
215,390.42,392.66,389.33,392.39,52806681,2/16/2021 22:00,1.97,-0.479225083,215,-585,712,-806,-314,0,2/16/2021 22:00
216,389.59,391.515,387.74,390.72,59712773,2/17/2021 22:00,1.13,-0.713575779,216,-1155,1033,-1155,-80,0,2/17/2021 22:00
217,392.07,392.38,389.55,390.03,83240971,2/18/2021 22:00,-2.04,0.345515971,217,1050,1118,-967,276,0,2/18/2021 22:00
218,387.06,389.62,386.74,387.03,67414170,2/21/2021 22:00,-0.03,-0.761479886,218,-558,666,-873,40,0,2/21/2021 22:00
219,384.66,388.945,380.2,387.5,107284127,2/22/2021 22:00,2.84,-0.612355631,219,-491,1090,-1117,58,0,2/22/2021 22:00
220,386.33,392.23,385.27,391.77,72433946,2/23/2021 22:00,5.44,-0.301935484,220,328,944,-873,-6,0,2/23/2021 22:00
221,390.41,391.88,380.7789,382.33,146670499,2/24/2021 22:00,-8.08,-0.347142456,221,23,1015,-1451,-150,0,2/24/2021 22:00
222,384.35,385.58,378.23,380.36,152701639,2/25/2021 22:00,-3.99,0.528339393,222,273,1245,-1267,126,0,2/25/2021 22:00
223,385.59,390.92,380.572,389.58,105348798,2/28/2021 22:00,3.99,1.375013145,223,1655,1662,-666,100,0,2/28/2021 22:00
224,389.82,390.07,386,386.54,79595332,3/1/2021 22:00,-3.28,0.061604805,224,-66,964,-943,86,0,3/1/2021 22:00
225,385.79,386.83,381.31,381.42,119940211,3/2/2021 22:00,-4.37,-0.194029078,225,273,1106,-1099,156,0,3/2/2021 22:00
226,381.22,384,371.88,376.7,183433020,3/3/2021 22:00,-4.52,-0.052435635,226,-200,1243,-1579,-179,0,3/3/2021 22:00
227,380.46,384.76,372.64,383.63,152039624,3/4/2021 22:00,3.17,0.998141757,227,1389,1414,-1044,708,0,3/4/2021 22:00
228,384.66,387.68,381.42,381.72,123149245,3/7/2021 22:00,-2.94,0.268487866,228,667,893,-1194,696,0,3/7/2021 22:00
229,385.85,389.91,381.7299,387.17,113633556,3/8/2021 22:00,1.32,1.081944881,229,944,1086,-876,59,0,3/8/2021 22:00
230,389.69,391.4,388.1702,389.58,109899410,3/9/2021 22:00,-0.11,0.650876876,230,971,1008,-838,193,0,3/9/2021 22:00
231,392.23,395.65,391.74,393.53,86245040,3/10/2021 22:00,1.3,0.680219724,231,881,908,-715,723,0,3/10/2021 22:00
232,392.07,394.21,391.2,394.06,64653565,3/11/2021 22:00,1.99,-0.37100094,232,-182,806,-759,445,0,3/11/2021 22:00
233,394.33,396.685,392.03,396.41,73592302,3/14/2021 22:00,2.08,0.068517485,233,227,854,-917,631,0,3/14/2021 22:00
234,397.07,397.83,395.08,395.91,73722506,3/15/2021 22:00,-1.16,0.166494286,234,-117,698,-911,46,0,3/15/2021 22:00
235,394.53,398.12,393.3,397.26,97959265,3/16/2021 22:00,2.73,-0.348564068,235,-570,1024,-855,149,0,3/16/2021 22:00
236,394.475,396.72,390.75,391.48,115349101,3/17/2021 22:00,-2.995,-0.701052208,236,-816,604,-1434,304,0,3/17/2021 22:00
237,389.88,391.569,387.15,389.48,113624490,3/18/2021 22:00,-0.4,-0.408705426,237,46,981,-831,377,0,3/18/2021 22:00
238,390.03,394.07,389.97,392.59,73778646,3/21/2021 22:00,2.56,0.141213926,238,96,723,-781,273,0,3/21/2021 22:00
239,391.91,393.46,388.66,389.5,90686552,3/22/2021 22:00,-2.41,-0.173208691,239,-961,719,-1159,125,0,3/22/2021 22:00
240,391,392.75,387.47,387.52,97588644,3/23/2021 22:00,-3.48,0.385109114,240,1294,1321,-1241,-107,0,3/23/2021 22:00
241,385.98,390.55,383.9,389.7,116128622,3/24/2021 22:00,3.72,-0.397398844,241,-975,1040,-1012,-91,0,3/24/2021 22:00
242,390.93,396.41,390.29,395.98,114409114,3/25/2021 22:00,5.05,0.315627406,242,1368,1382,-1065,251,0,3/25/2021 22:00
243,394.4,396.75,392.81,395.78,108107626,3/28/2021 22:00,1.38,-0.399010051,243,-627,920,-1123,-371,0,3/28/2021 22:00
244,394.42,395.45,393.02,394.73,76262249,3/29/2021 22:00,0.31,-0.343625246,244,-96,1005,-716,-162,0,3/29/2021 22:00
245,395.34,398,395.31,396.33,112734214,3/30/2021 22:00,0.99,0.154536012,245,481,857,-942,-717,0,3/30/2021 22:00
246,398.4,400.67,398.18,400.61,99682876,3/31/2021 22:00,2.21,0.522292029,246,1117,1135,-453,346,0,3/31/2021 22:00
247,403.46,406.94,403.38,406.36,91684764,4/4/2021 22:00,2.9,0.711415092,247,1333,1348,-611,282,0,4/4/2021 22:00
248,405.76,407.24,405.4,406.12,62020953,4/5/2021 22:00,0.36,-0.147652328,248,113,689,-943,112,0,4/5/2021 22:00
249,405.94,406.96,405.45,406.59,55836280,4/6/2021 22:00,0.65,-0.044321875,249,316,782,-699,304,0,4/6/2021 22:00
250,407.93,408.58,406.93,408.52,57863114,4/7/2021 22:00,0.59,0.329570329,250,629,826,-443,302,0,4/7/2021 22:00
251,408.39,411.67,408.26,411.49,61104559,4/8/2021 22:00,3.1,-0.031822187,251,140,896,-569,438,0,4/8/2021 22:00
