,open,high,low,close,volume,date,hour
53,163.68,163.7,163.68,163.68,580.0,2021-03-15 05:11:00,05:11:00
54,163.9,163.9,163.7,163.7,510.0,2021-03-15 05:12:00,05:12:00
55,163.45,163.45,163.44,163.45,555.0,2021-03-15 05:14:00,05:14:00
56,163.21,163.35,163.0315,163.3,742.0,2021-03-15 05:15:00,05:15:00
57,163.35,163.44,163.35,163.44,300.0,2021-03-15 05:16:00,05:16:00
58,163.35,163.35,162.8,162.8,1671.0,2021-03-15 05:18:00,05:18:00
59,162.6,162.6,162.25,162.25,300.0,2021-03-15 05:19:00,05:19:00
60,162.3,162.3,161.88,162.03,3426.0,2021-03-15 05:20:00,05:20:00
61,162.08,162.14,162.0,162.0,2629.0,2021-03-15 05:21:00,05:21:00
62,162.05,162.45,162.05,162.45,3101.0,2021-03-15 05:22:00,05:22:00
63,162.37,162.441,162.37,162.4,1395.0,2021-03-15 05:23:00,05:23:00
64,162.37,162.4,162.37,162.4,1250.0,2021-03-15 05:24:00,05:24:00
65,162.4,162.43,162.31,162.31,355.0,2021-03-15 05:25:00,05:25:00
66,162.43,162.45,162.43,162.45,312.0,2021-03-15 05:26:00,05:26:00
67,162.45,162.79,162.45,162.6,1889.0,2021-03-15 05:27:00,05:27:00
68,162.8001,162.8001,162.8001,162.8001,100.0,2021-03-15 05:29:00,05:29:00
69,162.9,163.08,162.9,163.08,212.0,2021-03-15 05:30:00,05:30:00
70,162.85,162.86,162.8,162.8,1159.0,2021-03-15 05:31:00,05:31:00
71,162.8,163.0,162.8,162.8,750.0,2021-03-15 05:32:00,05:32:00
72,162.75,162.75,162.5,162.5,549.0,2021-03-15 05:33:00,05:33:00
73,162.8,162.8,162.8,162.8,108.0,2021-03-15 05:34:00,05:34:00
74,162.63,162.63,162.63,162.63,142.0,2021-03-15 05:36:00,05:36:00
75,163.0,163.0,163.0,163.0,332.0,2021-03-15 05:38:00,05:38:00
76,163.3,163.3,163.3,163.3,118.0,2021-03-15 05:39:00,05:39:00
77,163.3,163.3,163.02,163.3,1331.0,2021-03-15 05:40:00,05:40:00
78,163.44,163.69,163.3,163.314,1373.0,2021-03-15 05:41:00,05:41:00
79,163.53,163.53,163.35,163.35,300.0,2021-03-15 05:43:00,05:43:00
80,163.5,163.5,163.5,163.5,500.0,2021-03-15 05:45:00,05:45:00
81,163.5,164.3,163.5,164.2,2089.0,2021-03-15 05:46:00,05:46:00
82,164.11,164.11,164.0,164.0,303.0,2021-03-15 05:47:00,05:47:00
83,164.0,164.0,164.0,164.0,500.0,2021-03-15 05:48:00,05:48:00
84,163.6,163.8,163.6,163.8,303.0,2021-03-15 05:50:00,05:50:00
85,164.11,164.11,164.11,164.11,100.0,2021-03-15 05:51:00,05:51:00
86,164.25,164.25,164.25,164.25,600.0,2021-03-15 05:53:00,05:53:00
87,164.45,164.45,164.4,164.4,331.0,2021-03-15 05:54:00,05:54:00
88,164.49,164.5,164.31,164.31,400.0,2021-03-15 05:55:00,05:55:00
89,164.96,164.96,164.96,164.96,300.0,2021-03-15 05:56:00,05:56:00
90,165.0,165.333,165.0,165.333,621.0,2021-03-15 05:57:00,05:57:00
91,165.3609,165.4976,165.3609,165.4976,500.0,2021-03-15 05:58:00,05:58:00
92,165.41,165.41,165.41,165.41,1219.0,2021-03-15 05:59:00,05:59:00
93,165.0,165.0,165.0,165.0,100.0,2021-03-15 06:00:00,06:00:00
94,164.73,164.95,164.73,164.95,533.0,2021-03-15 06:01:00,06:01:00
95,165.0,165.0,164.93,164.93,1098.0,2021-03-15 06:02:00,06:02:00
96,164.88,164.9999,164.88,164.9999,343.0,2021-03-15 06:03:00,06:03:00
97,164.9,164.9,164.8,164.8,300.0,2021-03-15 06:04:00,06:04:00
98,164.8,164.8,164.8,164.8,193.0,2021-03-15 06:05:00,06:05:00
99,164.72,165.0,164.72,165.0,832.0,2021-03-15 06:06:00,06:06:00
100,165.38,165.38,165.38,165.38,100.0,2021-03-15 06:07:00,06:07:00
101,165.4,165.4,165.39,165.39,206.0,2021-03-15 06:08:00,06:08:00
102,165.39,165.5,165.39,165.5,633.0,2021-03-15 06:09:00,06:09:00
103,165.62,166.0,165.62,166.0,10382.0,2021-03-15 06:10:00,06:10:00
104,166.0,166.0,165.5,165.5,10618.0,2021-03-15 06:11:00,06:11:00
105,165.72,165.8,165.72,165.8,474.0,2021-03-15 06:12:00,06:12:00
106,165.5,165.5,165.5,165.5,500.0,2021-03-15 06:13:00,06:13:00
107,165.35,165.35,165.35,165.35,400.0,2021-03-15 06:15:00,06:15:00
108,165.6,166.49,165.6,166.49,10706.0,2021-03-15 06:16:00,06:16:00
109,166.3,166.53,166.3,166.53,848.0,2021-03-15 06:17:00,06:17:00
110,166.5,166.53,166.3,166.3,1315.0,2021-03-15 06:18:00,06:18:00
111,166.46,166.5,166.46,166.5,309.0,2021-03-15 06:19:00,06:19:00
112,166.3,166.51,166.3,166.51,555.0,2021-03-15 06:20:00,06:20:00
113,166.6,166.61,166.6,166.61,555.0,2021-03-15 06:21:00,06:21:00
114,166.8,166.8,166.8,166.8,809.0,2021-03-15 06:22:00,06:22:00
115,166.8,166.89,166.8,166.85,662.0,2021-03-15 06:23:00,06:23:00
116,167.0,167.3,167.0,167.3,1410.0,2021-03-15 06:24:00,06:24:00
117,167.49,167.61,167.49,167.51,1668.0,2021-03-15 06:25:00,06:25:00
118,167.4,167.4,167.11,167.11,488.0,2021-03-15 06:26:00,06:26:00
119,167.11,167.12,166.5,166.5,1459.0,2021-03-15 06:27:00,06:27:00
120,166.52,166.52,166.0,166.1,83790.0,2021-03-15 06:28:00,06:28:00
121,166.5522,167.68,166.3395,166.8187,109954.0,2021-03-15 06:30:00,06:30:00
122,166.58,166.8507,165.1135,166.08,63587.0,2021-03-15 06:31:00,06:31:00
123,166.1,167.4399,165.88,166.0,31649.0,2021-03-15 06:32:00,06:32:00
124,166.03,166.26,165.535,165.74,55928.0,2021-03-15 06:33:00,06:33:00
125,165.87,166.01,164.63,164.85,98112.0,2021-03-15 06:34:00,06:34:00
126,164.85,165.133,163.5,164.1393,46602.0,2021-03-15 06:35:00,06:35:00
127,164.15,165.52,163.95,164.84,21820.0,2021-03-15 06:36:00,06:36:00
128,164.88,164.95,163.87,163.87,22907.0,2021-03-15 06:37:00,06:37:00
129,164.06,164.3,162.8,163.1794,41266.0,2021-03-15 06:38:00,06:38:00
130,163.13,163.2399,162.52,162.99,67116.0,2021-03-15 06:39:00,06:39:00
131,162.975,162.99,161.6014,161.95,101096.0,2021-03-15 06:40:00,06:40:00
132,161.96,162.15,161.39,161.71,46906.0,2021-03-15 06:41:00,06:41:00
133,161.71,162.42,161.5,162.3,26613.0,2021-03-15 06:42:00,06:42:00
134,162.15,163.5,162.06,162.68,41020.0,2021-03-15 06:43:00,06:43:00
135,162.56,163.78,162.56,163.42,66005.0,2021-03-15 06:44:00,06:44:00
136,163.595,164.1999,163.4,163.47,40359.0,2021-03-15 06:45:00,06:45:00
137,163.564,163.78,163.05,163.6994,32887.0,2021-03-15 06:46:00,06:46:00
138,163.605,163.68,163.26,163.4,26735.0,2021-03-15 06:47:00,06:47:00
139,163.4,163.99,163.4,163.51,26224.0,2021-03-15 06:48:00,06:48:00
140,163.465,164.4,163.42,164.24,48053.0,2021-03-15 06:49:00,06:49:00
141,164.235,164.27,163.857,164.0,22855.0,2021-03-15 06:50:00,06:50:00
142,164.075,164.1705,163.71,163.8299,17588.0,2021-03-15 06:51:00,06:51:00
143,163.66,164.2136,163.65,163.88,21256.0,2021-03-15 06:52:00,06:52:00
144,163.86,164.1,163.65,163.78,30280.0,2021-03-15 06:53:00,06:53:00
145,163.77,164.0497,163.72,163.875,13027.0,2021-03-15 06:54:00,06:54:00
146,163.87,163.87,162.05,162.1453,54268.0,2021-03-15 06:55:00,06:55:00
147,162.11,162.4599,162.05,162.26,16134.0,2021-03-15 06:56:00,06:56:00
148,162.26,162.36,161.6,161.925,51386.0,2021-03-15 06:57:00,06:57:00
149,161.915,162.74,161.85,161.94,69092.0,2021-03-15 06:58:00,06:58:00
150,161.94,162.85,161.9,162.81,26958.0,2021-03-15 06:59:00,06:59:00
151,162.985,163.04,162.5,163.03,22905.0,2021-03-15 07:00:00,07:00:00
152,163.06,163.3,162.64,162.85,45196.0,2021-03-15 07:01:00,07:01:00
153,162.8,163.8,162.8,162.895,50299.0,2021-03-15 07:02:00,07:02:00
154,162.94,163.5,162.7535,162.97,53935.0,2021-03-15 07:03:00,07:03:00
155,162.97,162.97,162.71,162.94,48703.0,2021-03-15 07:04:00,07:04:00
156,162.93,162.94,162.8,162.94,26098.0,2021-03-15 07:05:00,07:05:00
157,162.89,162.89,162.56,162.78,47593.0,2021-03-15 07:06:00,07:06:00
158,162.695,162.83,162.46,162.63,54398.0,2021-03-15 07:07:00,07:07:00
159,162.557,162.64,161.88,161.96,45404.0,2021-03-15 07:08:00,07:08:00
160,161.965,162.36,161.7675,162.34,107846.0,2021-03-15 07:09:00,07:09:00
161,162.3019,162.32,161.601,161.99,47846.0,2021-03-15 07:10:00,07:10:00
162,161.99,162.6,161.96,162.14,11942.0,2021-03-15 07:11:00,07:11:00
163,162.25,162.74,162.25,162.43,6940.0,2021-03-15 07:12:00,07:12:00
164,162.55,163.59,162.53,163.5,24230.0,2021-03-15 07:13:00,07:13:00
165,163.5,163.5899,162.99,162.9973,6517.0,2021-03-15 07:14:00,07:14:00
166,162.8,163.02,162.52,162.52,9582.0,2021-03-15 07:15:00,07:15:00
167,162.7,162.92,162.01,162.15,10970.0,2021-03-15 07:16:00,07:16:00
168,162.19,162.36,161.78,161.95,23829.0,2021-03-15 07:17:00,07:17:00
169,161.96,162.1,161.76,162.1,50639.0,2021-03-15 07:18:00,07:18:00
170,162.03,162.19,161.92,162.0,27201.0,2021-03-15 07:19:00,07:19:00
171,162.0,162.1,161.92,161.95,45626.0,2021-03-15 07:20:00,07:20:00
172,161.98,162.09,161.9,162.03,28739.0,2021-03-15 07:21:00,07:21:00
173,161.97,162.09,161.9,161.9791,24854.0,2021-03-15 07:22:00,07:22:00
174,162.0,162.08,161.64,162.0,41713.0,2021-03-15 07:23:00,07:23:00
175,161.99,162.1,161.6701,162.0799,18628.0,2021-03-15 07:24:00,07:24:00
176,162.04,162.2,161.98,162.06,13138.0,2021-03-15 07:25:00,07:25:00
177,162.13,162.14,161.9,161.98,37176.0,2021-03-15 07:26:00,07:26:00
178,161.995,162.04,161.92,162.04,14866.0,2021-03-15 07:27:00,07:27:00
179,162.02,162.1,161.93,162.0053,24458.0,2021-03-15 07:28:00,07:28:00
180,162.02,162.02,161.945,161.98,18330.0,2021-03-15 07:29:00,07:29:00
181,161.98,162.16,161.96,161.98,19260.0,2021-03-15 07:30:00,07:30:00
182,162.0276,162.05,161.95,162.0001,22365.0,2021-03-15 07:31:00,07:31:00
183,162.0,162.19,161.96,162.18,10885.0,2021-03-15 07:32:00,07:32:00
184,162.04,162.52,162.0,162.1,36304.0,2021-03-15 07:33:00,07:33:00
185,162.36,162.38,162.1,162.24,3999.0,2021-03-15 07:34:00,07:34:00
186,162.25,162.7486,161.98,162.7486,28477.0,2021-03-15 07:35:00,07:35:00
187,162.5001,162.5001,162.0,162.1773,41924.0,2021-03-15 07:36:00,07:36:00
188,162.02,162.34,162.01,162.3,12680.0,2021-03-15 07:37:00,07:37:00
189,162.31,162.48,162.02,162.1501,47653.0,2021-03-15 07:38:00,07:38:00
190,162.16,162.16,161.9,161.93,63469.0,2021-03-15 07:39:00,07:39:00
191,161.9,162.39,161.8,162.03,23770.0,2021-03-15 07:40:00,07:40:00
192,161.99,162.24,161.96,162.08,25273.0,2021-03-15 07:41:00,07:41:00
193,162.23,162.32,162.23,162.2385,4454.0,2021-03-15 07:42:00,07:42:00
194,162.155,162.36,162.14,162.18,7243.0,2021-03-15 07:43:00,07:43:00
195,162.14,162.43,162.14,162.2727,6429.0,2021-03-15 07:44:00,07:44:00
196,162.28,162.29,162.07,162.165,8745.0,2021-03-15 07:45:00,07:45:00
197,162.1,162.21,162.03,162.0327,3962.0,2021-03-15 07:46:00,07:46:00
198,162.05,162.14,162.03,162.05,3332.0,2021-03-15 07:47:00,07:47:00
199,162.05,162.24,162.05,162.24,3993.0,2021-03-15 07:48:00,07:48:00
200,162.24,162.3,162.08,162.15,15278.0,2021-03-15 07:49:00,07:49:00
201,162.09,162.09,161.07,161.91,72768.0,2021-03-15 07:50:00,07:50:00
202,161.9,162.9,161.9,162.32,28166.0,2021-03-15 07:51:00,07:51:00
203,162.47,162.71,162.47,162.7,7948.0,2021-03-15 07:52:00,07:52:00
204,162.69,162.8,162.5,162.5,6659.0,2021-03-15 07:53:00,07:53:00
205,162.47,162.6525,162.4085,162.6016,3354.0,2021-03-15 07:54:00,07:54:00
206,162.52,162.61,162.5,162.61,2519.0,2021-03-15 07:55:00,07:55:00
207,162.59,162.64,162.35,162.46,4969.0,2021-03-15 07:56:00,07:56:00
208,162.36,162.44,161.9,162.1456,20041.0,2021-03-15 07:57:00,07:57:00
209,162.085,162.19,161.96,162.19,16275.0,2021-03-15 07:58:00,07:58:00
210,162.29,162.3,161.98,162.02,10901.0,2021-03-15 07:59:00,07:59:00
211,162.0,162.05,161.97,161.97,11537.0,2021-03-15 08:00:00,08:00:00
212,162.0,162.03,161.96,162.0,8108.0,2021-03-15 08:01:00,08:01:00
213,161.99,162.07,161.895,162.07,11635.0,2021-03-15 08:02:00,08:02:00
214,162.0,162.02,161.95,162.0,17454.0,2021-03-15 08:03:00,08:03:00
215,162.0,162.12,161.96,162.05,8938.0,2021-03-15 08:04:00,08:04:00
216,162.07,162.09,161.96,162.06,9080.0,2021-03-15 08:05:00,08:05:00
217,162.0499,162.05,161.885,162.01,7890.0,2021-03-15 08:06:00,08:06:00
218,162.0,162.2,161.96,162.02,31396.0,2021-03-15 08:07:00,08:07:00
219,162.02,162.02,161.96,161.99,5002.0,2021-03-15 08:08:00,08:08:00
220,161.99,162.03,161.93,162.0,8040.0,2021-03-15 08:09:00,08:09:00
221,161.98,162.05,161.97,161.98,4878.0,2021-03-15 08:10:00,08:10:00
222,161.97,162.08,161.97,162.025,2747.0,2021-03-15 08:11:00,08:11:00
223,162.01,162.01,161.58,161.72,11262.0,2021-03-15 08:12:00,08:12:00
224,161.73,161.73,160.5432,161.1375,23159.0,2021-03-15 08:13:00,08:13:00
225,161.17,161.2,161.02,161.035,11565.0,2021-03-15 08:14:00,08:14:00
226,161.02,161.34,161.02,161.34,6977.0,2021-03-15 08:15:00,08:15:00
227,161.36,161.46,161.04,161.46,11170.0,2021-03-15 08:16:00,08:16:00
228,161.49,161.51,161.06,161.15,7038.0,2021-03-15 08:17:00,08:17:00
229,161.22,161.595,161.22,161.46,4735.0,2021-03-15 08:18:00,08:18:00
230,161.32,161.6082,161.22,161.5,11744.0,2021-03-15 08:19:00,08:19:00
231,161.3123,161.43,161.14,161.14,2095.0,2021-03-15 08:20:00,08:20:00
232,161.18,161.26,160.89,160.93,19269.0,2021-03-15 08:21:00,08:21:00
233,160.93,161.06,160.93,161.01,36732.0,2021-03-15 08:22:00,08:22:00
234,160.93,161.07,160.76,161.01,56574.0,2021-03-15 08:23:00,08:23:00
235,161.01,161.02,160.57,160.59,45196.0,2021-03-15 08:24:00,08:24:00
236,160.55,160.57,158.8,159.0,121252.0,2021-03-15 08:25:00,08:25:00
237,159.0,160.0,158.81,159.8622,34105.0,2021-03-15 08:26:00,08:26:00
238,159.87,159.92,159.0,159.0,19947.0,2021-03-15 08:27:00,08:27:00
239,159.01,159.01,158.0,158.2599,43809.0,2021-03-15 08:28:00,08:28:00
240,158.16,158.19,157.7775,158.005,49613.0,2021-03-15 08:29:00,08:29:00
241,157.98,158.0,156.4,156.41,27760.0,2021-03-15 08:30:00,08:30:00
242,156.3358,157.18,156.2201,156.83,23694.0,2021-03-15 08:31:00,08:31:00
243,156.83,157.14,156.35,156.59,18168.0,2021-03-15 08:32:00,08:32:00
244,156.45,157.48,156.35,157.4,37912.0,2021-03-15 08:33:00,08:33:00
245,157.285,157.51,157.195,157.195,14399.0,2021-03-15 08:34:00,08:34:00
246,157.3,158.0,157.19,157.94,14593.0,2021-03-15 08:35:00,08:35:00
247,157.96,159.1799,157.89,158.57,19680.0,2021-03-15 08:36:00,08:36:00
248,158.54,158.62,157.315,158.2,28185.0,2021-03-15 08:37:00,08:37:00
249,158.2,158.4,157.708,158.01,13269.0,2021-03-15 08:38:00,08:38:00
250,158.0,158.3,157.8427,157.87,24284.0,2021-03-15 08:39:00,08:39:00
251,158.02,159.01,158.02,159.01,7648.0,2021-03-15 08:40:00,08:40:00
252,159.235,159.55,159.0,159.55,6617.0,2021-03-15 08:41:00,08:41:00
253,159.47,159.86,159.4,159.55,18143.0,2021-03-15 08:42:00,08:42:00
254,159.47,159.649,159.2925,159.52,8222.0,2021-03-15 08:43:00,08:43:00
255,159.535,159.79,159.37,159.71,9806.0,2021-03-15 08:44:00,08:44:00
256,159.7,159.78,159.54,159.7699,6854.0,2021-03-15 08:45:00,08:45:00
257,159.769,159.9,159.54,159.68,6922.0,2021-03-15 08:46:00,08:46:00
258,159.685,160.02,159.5527,159.5527,10146.0,2021-03-15 08:47:00,08:47:00
259,159.765,159.81,159.3,159.62,9357.0,2021-03-15 08:48:00,08:48:00
260,159.3,159.45,159.0,159.0,7080.0,2021-03-15 08:49:00,08:49:00
261,158.9894,158.9894,158.16,158.89,19485.0,2021-03-15 08:50:00,08:50:00
262,159.0,159.28,158.99,159.28,5518.0,2021-03-15 08:51:00,08:51:00
263,159.241,159.241,158.37,158.37,3556.0,2021-03-15 08:52:00,08:52:00
264,158.2235,158.3,158.2,158.21,3134.0,2021-03-15 08:53:00,08:53:00
265,158.2,158.65,158.0501,158.6099,25160.0,2021-03-15 08:54:00,08:54:00
266,158.62,158.65,158.5135,158.625,1370.0,2021-03-15 08:55:00,08:55:00
267,158.625,158.64,158.3037,158.49,5392.0,2021-03-15 08:56:00,08:56:00
268,158.52,158.71,158.48,158.6999,3267.0,2021-03-15 08:57:00,08:57:00
269,158.655,158.71,158.55,158.635,3233.0,2021-03-15 08:58:00,08:58:00
270,158.6,158.6783,158.11,158.15,5764.0,2021-03-15 08:59:00,08:59:00
271,158.11,158.11,157.83,157.84,4397.0,2021-03-15 09:00:00,09:00:00
272,157.83,158.04,157.83,157.97,4758.0,2021-03-15 09:01:00,09:01:00
273,157.9834,157.99,157.79,157.89,9594.0,2021-03-15 09:02:00,09:02:00
274,157.58,158.05,157.58,157.9,11136.0,2021-03-15 09:03:00,09:03:00
275,157.95,158.14,157.95,158.06,15966.0,2021-03-15 09:04:00,09:04:00
276,158.05,158.13,157.96,158.12,5711.0,2021-03-15 09:05:00,09:05:00
277,158.16,158.5,158.02,158.5,18414.0,2021-03-15 09:06:00,09:06:00
278,158.52,158.59,158.3004,158.59,5118.0,2021-03-15 09:07:00,09:07:00
279,158.515,158.58,158.31,158.395,3071.0,2021-03-15 09:08:00,09:08:00
280,158.48,158.48,157.9,158.0,4103.0,2021-03-15 09:09:00,09:09:00
281,157.96,158.21,157.91,158.13,11886.0,2021-03-15 09:10:00,09:10:00
282,158.11,158.12,157.91,157.99,14500.0,2021-03-15 09:11:00,09:11:00
283,157.98,158.05,157.97,158.04,6992.0,2021-03-15 09:12:00,09:12:00
284,158.0,158.21,158.0,158.06,6686.0,2021-03-15 09:13:00,09:13:00
285,158.07,158.1721,158.01,158.13,2752.0,2021-03-15 09:14:00,09:14:00
286,158.18,158.18,158.02,158.0845,3270.0,2021-03-15 09:15:00,09:15:00
287,158.03,158.035,157.8,157.96,21360.0,2021-03-15 09:16:00,09:16:00
288,157.96,158.03,157.92,158.0,22119.0,2021-03-15 09:17:00,09:17:00
289,157.97,158.03,157.95,158.02,12596.0,2021-03-15 09:18:00,09:18:00
290,158.0,158.05,157.49,157.49,23461.0,2021-03-15 09:19:00,09:19:00
291,157.41,157.61,156.83,157.03,29532.0,2021-03-15 09:20:00,09:20:00
292,157.06,157.21,157.06,157.2,4804.0,2021-03-15 09:21:00,09:21:00
293,157.35,157.37,157.0,157.04,3651.0,2021-03-15 09:22:00,09:22:00
294,157.04,157.31,156.75,157.0999,8053.0,2021-03-15 09:23:00,09:23:00
295,156.89,157.12,156.88,156.89,6735.0,2021-03-15 09:24:00,09:24:00
296,156.96,157.12,156.3,156.795,9862.0,2021-03-15 09:25:00,09:25:00
297,156.68,156.68,156.2,156.2,4030.0,2021-03-15 09:26:00,09:26:00
298,156.21,156.21,155.92,156.2,25313.0,2021-03-15 09:27:00,09:27:00
299,156.28,156.3799,155.92,155.99,9041.0,2021-03-15 09:28:00,09:28:00
300,155.99,156.29,155.8,156.13,18090.0,2021-03-15 09:29:00,09:29:00
301,156.095,156.27,156.095,156.2,13658.0,2021-03-15 09:30:00,09:30:00
302,156.08,156.71,156.02,156.71,32878.0,2021-03-15 09:31:00,09:31:00
303,156.7873,156.7873,156.5,156.5,11574.0,2021-03-15 09:32:00,09:32:00
304,156.35,157.02,156.32,156.87,45030.0,2021-03-15 09:33:00,09:33:00
305,156.8999,157.2,156.56,157.18,26589.0,2021-03-15 09:34:00,09:34:00
306,157.11,157.34,156.77,157.1,37511.0,2021-03-15 09:35:00,09:35:00
307,156.8,157.11,156.75,156.9,20591.0,2021-03-15 09:36:00,09:36:00
308,156.75,156.76,156.6,156.6599,1535.0,2021-03-15 09:37:00,09:37:00
309,156.6598,156.66,156.21,156.38,6571.0,2021-03-15 09:38:00,09:38:00
310,156.3,156.3,155.9,155.9,11777.0,2021-03-15 09:39:00,09:39:00
311,155.96,156.14,155.5,155.87,22223.0,2021-03-15 09:40:00,09:40:00
312,155.69,155.91,155.5601,155.7,10558.0,2021-03-15 09:41:00,09:41:00
313,155.78,155.78,155.51,155.52,7903.0,2021-03-15 09:42:00,09:42:00
314,155.6,155.6,155.2,155.4378,14182.0,2021-03-15 09:43:00,09:43:00
315,155.35,155.4836,155.27,155.39,4282.0,2021-03-15 09:44:00,09:44:00
316,155.2,155.52,155.11,155.49,10183.0,2021-03-15 09:45:00,09:45:00
317,155.54,155.8292,155.5,155.75,14847.0,2021-03-15 09:46:00,09:46:00
318,155.735,155.85,155.725,155.8006,2588.0,2021-03-15 09:47:00,09:47:00
319,155.86,156.2,155.76,156.2,27582.0,2021-03-15 09:48:00,09:48:00
320,156.08,156.5,156.065,156.49,22861.0,2021-03-15 09:49:00,09:49:00
321,156.48,156.49,156.18,156.49,7119.0,2021-03-15 09:50:00,09:50:00
322,156.345,156.3575,156.175,156.18,5253.0,2021-03-15 09:51:00,09:51:00
323,156.13,156.13,155.74,156.12,18923.0,2021-03-15 09:52:00,09:52:00
324,156.11,156.11,155.65,155.9,13886.0,2021-03-15 09:53:00,09:53:00
325,155.99,156.1,155.92,155.92,6726.0,2021-03-15 09:54:00,09:54:00
326,155.95,156.1499,155.75,156.0,19102.0,2021-03-15 09:55:00,09:55:00
327,156.09,156.4927,156.01,156.12,23492.0,2021-03-15 09:56:00,09:56:00
328,156.28,156.29,156.12,156.29,1960.0,2021-03-15 09:57:00,09:57:00
329,156.1,156.1,155.95,155.95,9625.0,2021-03-15 09:58:00,09:58:00
330,156.0,156.1302,155.95,156.12,8458.0,2021-03-15 09:59:00,09:59:00
331,156.18,156.19,155.95,156.0,10419.0,2021-03-15 10:00:00,10:00:00
