Date,High,Low,Open,Close,Volume,Adj Close,,,high-open,close-open,high-low,,,ATR,15.38658949,Avg volume,50763535.04,cout,37
3/21/2019,55.29000092,53.68999863,54.52000046,54.80400085,29735500,54.80400085,1.600002289,17.20785218,0.013926577,0.005209105,1.60000229,FALSE,,,,,,,
3/22/2019,54.56000137,52.79999924,54.51599884,52.90599823,43728000,52.90599823,1.760002136,17.59349919,0.000806498,-0.029532626,1.76000213,FALSE,,,,,,,
3/25/2019,52.63600159,50.89199829,51.94200134,52.08399963,51075000,52.08399963,1.744003296,17.7488057,0.013184897,0.002733785,1.7440033,FALSE,,,,,,,
3/26/2019,54.05199814,52.88600159,52.88800049,53.55400085,36754500,53.55400085,1.165996552,17.41977123,0.021534776,0.012592655,1.16599655,FALSE,,,,,,,
3/27/2019,55.07400131,53.63600159,53.75,54.9659996,43896000,54.9659996,1.437999725,17.59733376,0.024040405,0.022623248,1.43799972,FALSE,,,,,,,
3/28/2019,56.06600189,55.02000046,55.43199921,55.72399902,33870500,55.72399902,1.046001434,17.33805499,0.011308149,0.005267712,1.04600143,FALSE,,,,,,,
3/29/2019,56.0320015,54.90000153,55.74000168,55.97200012,29956500,55.97200012,1.131999969,17.21525689,0.005211304,0.004162153,1.13199997,FALSE,,,,,,,
4/1/2019,57.84000015,56.25600052,56.52399826,57.83599854,40552000,57.83599854,1.583999634,17.51809566,0.022752453,0.023211385,1.58399963,FALSE,,,,,,,
4/2/2019,57.88800049,56.77600098,57.65999985,57.17599869,27394500,57.17599869,1.111999512,17.12585282,0.003938651,-0.008394054,1.11199951,FALSE,,,,,,,
4/3/2019,59.23400116,57.43399811,57.4640007,58.36199951,39597000,58.36199951,1.800003052,17.49426392,0.029881494,0.015627154,1.80000305,FALSE,,,,,,,
4/4/2019,54.24000168,52.11800003,52.37799835,53.55599976,118603500,53.55599976,2.122001648,18.59129656,0.034328969,0.022490386,2.12200165,FALSE,,,,,,,
4/5/2019,55.22000122,53.22200012,53.97200012,54.99200058,65191500,54.99200058,1.998001099,17.99283965,0.022600526,0.018898697,1.9980011,FALSE,,,,,,,
4/8/2019,56.23199844,54.08800125,55.5379982,54.63999939,52052000,54.63999939,2.143997192,17.76775378,0.012341732,-0.016169089,2.14399719,FALSE,,,,,,,
4/9/2019,55,53.92200089,54.33000183,54.4620018,29520000,54.4620018,1.077999115,17.20057856,0.012181785,0.002429596,1.07799911,FALSE,,,,,,,
4/10/2019,55.67599869,54.57799911,55.34799957,55.2120018,35306500,55.2120018,1.097999573,17.37957764,0.005891212,-0.00245714,1.09799958,FALSE,,,,,,,
4/11/2019,54.09999847,53.11999893,53.65999985,53.68399811,49179500,53.68399811,0.979999542,17.71098743,0.008133062,0.000447228,0.97999954,FALSE,,,,,,,
4/12/2019,54.38999939,53.36600113,54.04399872,53.54000092,33730000,53.54000092,1.02399826,17.33389821,0.006361476,-0.009325694,1.02399826,FALSE,,,,,,,
4/15/2019,53.77600098,51.72600174,53.72600174,53.27600098,50193000,53.27600098,2.049999237,17.73138613,0.000929769,-0.008375847,2.04999924,FALSE,,,,,,,
4/16/2019,55,52.94400024,53.15000153,54.67200089,36364500,54.67200089,2.055999756,17.40910358,0.033636336,0.028635923,2.05599976,FALSE,,,,,,,
4/17/2019,54.95800018,53.70800018,54.95000076,54.24599838,25632500,54.24599838,1.25,17.05937164,0.000145555,-0.01281169,1.25,FALSE,,,,,,,
4/18/2019,54.9679985,53.95000076,54.24599838,54.65200043,29381500,54.65200043,1.017997742,17.19587578,0.013134917,0.007484461,1.01799774,FALSE,,,,,,,
4/22/2019,53.93600082,52.49599838,53.79999924,52.54999924,60735500,52.54999924,1.440002441,17.92203893,0.002521536,-0.023234201,1.44000244,FALSE,,,,,,,
4/23/2019,53.11999893,51.15000153,52.02999878,52.77999878,54719500,52.77999878,1.969997406,17.81773069,0.020519582,0.014414761,1.9699974,FALSE,,,,,,,
4/24/2019,53.06399918,51.59999847,52.77000046,51.73199844,53637500,51.73199844,1.464000702,17.79775901,0.005540455,-0.019670305,1.46400071,FALSE,,,,,,,
4/25/2019,51.79999924,49.2140007,51,49.52600098,109247000,49.52600098,2.585998535,18.50912193,0.015444001,-0.028901942,2.58599854,FALSE,,,,,,,
4/26/2019,49.33599854,46.22600174,49.29999924,47.02799988,111803500,47.02799988,3.109996796,18.53225342,0.000729676,-0.04608518,3.1099968,FALSE,,,,,,,
4/29/2019,48.79600143,46.43399811,47.17200089,48.29399872,83572500,48.29399872,2.362003326,18.24122508,0.033281427,0.02378525,2.36200332,FALSE,,,,,,,
4/30/2019,48.84199905,47.40000153,48.41199875,47.73799896,47323000,47.73799896,1.441997528,17.67250699,0.008803905,-0.013922164,1.44199752,FALSE,,,,,,,
5/1/2019,48,46.29999924,47.77000046,46.80199814,53522000,46.80199814,1.700000763,17.79560334,0.004791657,-0.020263812,1.70000076,FALSE,,,,,,,
5/2/2019,49.42599869,47.54399872,49.10400009,48.81999969,90796500,48.81999969,1.881999969,18.3241313,0.006514762,-0.005783651,1.88199997,FALSE,,,,,,,
5/3/2019,51.3219986,48.69800186,48.77199936,51.00600052,118534000,51.00600052,2.623996735,18.5907104,0.049686281,0.045804994,2.62399674,FALSE,,,,,,,
5/6/2019,51.66999817,49.70000076,50.00400162,51.06800079,54169500,51.06800079,1.969997406,17.80762858,0.032243015,0.02127828,1.96999741,FALSE,,,,,,,
5/7/2019,51.44200134,49.02000046,51.36000061,49.41199875,50657000,49.41199875,2.422000885,17.74058798,0.001594042,-0.037928385,2.42200088,FALSE,,,,,,,
5/8/2019,50.11999893,48.84000015,49.38800049,48.9679985,30882000,48.9679985,1.279998779,17.24568405,0.014604917,-0.00850413,1.27999878,FALSE,,,,,,,
5/9/2019,48.73600006,47.38800049,48.40000153,48.39599991,33557000,48.39599991,1.347999573,17.32875604,0.006894257,-8.26781E-05,1.34799957,FALSE,,,,,,,
5/10/2019,48.39799881,47.20399857,47.95000076,47.90399933,35041500,47.90399933,1.194000244,17.37204363,0.009256541,-0.000959362,1.19400024,FALSE,,,,,,,
5/13/2019,46.49399948,44.90000153,46.40200043,45.40200043,54174000,45.40200043,1.593997955,17.80771165,0.00197873,-0.021550795,1.59399795,FALSE,,,,,,,
5/14/2019,46.90000153,45.59999847,45.86000061,46.4620018,36262000,46.4620018,1.300003052,17.40628092,0.022174859,0.013126934,1.30000306,FALSE,,,,,,,
5/15/2019,46.48799896,45.04999924,45.86399841,46.38999939,36480000,46.38999939,1.437999725,17.41227472,0.013422831,0.011468712,1.43799972,FALSE,,,,,,,
5/16/2019,46.20000076,45.29999924,45.89799881,45.66600037,37416500,45.66600037,0.900001526,17.43762234,0.006536839,-0.005054653,0.90000152,FALSE,,,,,,,
5/17/2019,44.44800186,41.7840004,44.39199829,42.20600128,88933500,42.20600128,2.664001465,18.30339946,0.001259979,-0.049243041,2.66400146,FALSE,,,,,,,
5/20/2019,41.20000076,39.04999924,40.56000137,41.0719986,102631000,41.0719986,2.150001526,18.44665059,0.015533965,0.012623205,2.15000152,FALSE,,,,,,,
5/21/2019,41.47999954,39.20800018,39.55199814,41.01599884,90019500,41.01599884,2.271999359,18.31553687,0.046480266,0.037014583,2.27199936,FALSE,,,,,,,
5/22/2019,40.7879982,38.35599899,39.81999969,38.54600143,93426000,38.54600143,2.431999207,18.35268024,0.023732435,-0.031993929,2.43199921,FALSE,,,,,,,
5/23/2019,39.89400101,37.24399948,38.86800003,39.09799957,132735500,39.09799957,2.650001526,18.70386898,0.025718177,0.005917452,2.65000153,FALSE,,,,,,,
5/24/2019,39.99599838,37.75,39.9659996,38.12599945,70683000,38.12599945,2.245998383,18.07371565,0.000750045,-0.046039137,2.24599838,FALSE,,,,,,,
5/28/2019,39,37.56999969,38.24000168,37.74000168,51564500,37.74000168,1.430000305,17.75834401,0.019487136,-0.013075313,1.43000031,FALSE,,,,,,,
5/29/2019,38.47800064,37.00799942,37.41999817,37.97200012,59843000,37.97200012,1.470001221,17.90723502,0.027496295,0.014751523,1.47000122,FALSE,,,,,,,
5/30/2019,38.45199966,37.40399933,37.75,37.64400101,39632500,37.64400101,1.048000336,17.49516005,0.018256519,-0.00280792,1.04800033,FALSE,,,,,,,
5/31/2019,37.98400116,36.81999969,37.02000046,37.0320015,52033500,37.0320015,1.164001465,17.7673983,0.025379125,0.000324177,1.16400147,FALSE,,,,,,,
6/3/2019,37.33599854,35.39799881,37.10200119,35.79399872,65322000,35.79399872,1.937999725,17.99483944,0.006267339,-0.03525423,1.93799973,FALSE,,,,,,,
6/4/2019,38.79600143,35.92200089,36.22000122,38.72000122,69037500,38.72000122,2.874000549,18.05016039,0.066398601,0.069022637,2.87400054,0.069022637,,,,,,,
6/5/2019,40.25600052,38.36999893,39.73600006,39.31800079,67554000,39.31800079,1.886001587,18.02843784,0.01291734,-0.01051941,1.88600159,FALSE,,,,,,,
6/6/2019,42.20000076,40.36000061,40.88800049,41.18999863,101211000,41.18999863,1.840000153,18.432718,0.031090053,0.007385985,1.84000015,FALSE,,,,,,,
6/7/2019,42.16799927,40.70000076,41,40.90000153,80017500,40.90000153,1.467998505,18.19775592,0.027698712,-0.002438987,1.46799851,FALSE,,,,,,,
6/10/2019,43.38800049,41.80199814,42.04999924,42.57600021,52925000,42.57600021,1.58600235,17.78438637,0.030838048,0.012508941,1.58600235,FALSE,,,,,,,
6/11/2019,44.18000031,42.70000076,43.82799911,43.41999817,58267500,43.41999817,1.479999542,17.88055503,0.007967433,-0.009309139,1.47999955,FALSE,,,,,,,
6/12/2019,44.67599869,41.79999924,44.59000015,41.85200119,75987500,41.85200119,2.875999451,18.14607941,0.001924938,-0.061403879,2.87599945,FALSE,,,,,,,
6/13/2019,42.97999954,41.5019989,42.07600021,42.7820015,40841500,42.7820015,1.478000641,17.52520928,0.021033023,0.016779192,1.47800064,FALSE,,,,,,,
6/14/2019,43.33000183,42.08000183,42.25,42.98400116,37167000,42.98400116,1.25,17.43093183,0.024925035,0.017372809,1.25,FALSE,,,,,,,
6/17/2019,45.40000153,42.85400009,43.09600067,45.00600052,61584000,45.00600052,2.546001434,17.93591265,0.050748916,0.044319654,2.54600144,FALSE,,,,,,,
6/18/2019,46.94800186,44.51200104,45.74399948,44.94800186,63579000,44.94800186,2.436000824,17.96779379,0.025645445,-0.017401137,2.43600082,FALSE,,,,,,,
6/19/2019,45.55400085,44.2120018,45.02199936,45.2859993,32875500,45.2859993,1.341999054,17.30823826,0.01167848,0.005863799,1.34199905,FALSE,,,,,,,
6/20/2019,45.38000107,43.27000046,44.59999847,43.92399979,59317500,43.92399979,2.11000061,17.89841493,0.017188246,-0.015156922,2.11000061,FALSE,,,,,,,
6/21/2019,44.43600082,43.09999847,43.24399948,44.37200165,41010500,44.37200165,1.33600235,17.52933869,0.026825126,0.026084594,1.33600235,FALSE,,,,,,,
6/24/2019,45.17200089,44.20399857,44.64799881,44.72800064,28754000,44.72800064,0.968002319,17.17428745,0.011600152,0.001791835,0.96800232,FALSE,,,,,,,
6/25/2019,45.06800079,43.89799881,44.87799835,43.95199966,30910500,43.95199966,1.170001984,17.24660649,0.004215906,-0.02063369,1.17000198,FALSE,,,,,,,
6/26/2019,45.44599915,43.61999893,44.06200027,43.85400009,42536000,43.85400009,1.826000214,17.56586133,0.030453701,-0.004720625,1.82600022,FALSE,,,,,,,
6/27/2019,44.58000183,43.47000122,43.88999939,44.56800079,31698500,44.56800079,1.11000061,17.27177992,0.015477847,0.015447742,1.11000061,FALSE,,,,,,,
6/28/2019,45.0340004,44.15999985,44.19800186,44.69200134,34257000,44.69200134,0.874000549,17.34940148,0.018563719,0.011176964,0.87400055,FALSE,,,,,,,
7/1/2019,46.61999893,45.25600052,46.04199982,45.43399811,41067000,45.43399811,1.363998413,17.53071544,0.012398094,-0.013205371,1.36399841,FALSE,,,,,,,
7/2/2019,45.83000183,44.44400024,45.77799988,44.90999985,46295000,44.90999985,1.386001587,17.65054452,0.00113467,-0.018961074,1.38600159,FALSE,,,,,,,
7/3/2019,48.31399918,46.90200043,47.87799835,46.97999954,71005500,46.97999954,1.411998749,18.0782679,0.009024317,-0.018755981,1.41199875,FALSE,,,,,,,
7/5/2019,47.09000015,46.15999985,46.91400146,46.61999893,35328500,46.61999893,0.930000305,17.38020056,0.003737496,-0.00626684,0.9300003,FALSE,,,,,,,
7/8/2019,46.45000076,45.73199844,46.2480011,46.06800079,29402500,46.06800079,0.718002319,17.19659026,0.004348755,-0.003892067,0.71800232,FALSE,,,,,,,
7/9/2019,46.20000076,45.45600128,45.79399872,46.01200104,30954000,46.01200104,0.743999481,17.24801279,0.008787923,0.0047605,0.74399948,FALSE,,,,,,,
7/10/2019,47.7879982,46.62799835,46.83000183,47.7840004,45728500,47.7840004,1.159999847,17.63823229,0.020046798,0.020371525,1.15999985,FALSE,,,,,,,
7/11/2019,48.29999924,47.15999985,47.62799835,47.72000122,37572000,47.72000122,1.13999939,17.44176965,0.013913062,0.001931697,1.13999939,FALSE,,,,,,,
7/12/2019,49.07600021,47.94200134,47.95000076,49.01599884,46002500,49.01599884,1.133998871,17.6442063,0.022943994,0.022231451,1.13399887,FALSE,,,,,,,
7/15/2019,50.88399887,48.97200012,49.59999847,50.70000076,55000500,50.70000076,1.911998749,17.82285283,0.025233874,0.022177466,1.91199875,FALSE,,,,,,,
7/16/2019,50.70600128,49.58599854,49.86000061,50.47600174,40745000,50.47600174,1.120002747,17.52284369,0.016684429,0.012354615,1.12000274,FALSE,,,,,,,
7/17/2019,51.66199875,50.66999817,51.13399887,50.97200012,48823500,50.97200012,0.99200058,17.70372231,0.010220276,-0.003168122,0.99200058,FALSE,,,,,,,
7/18/2019,51.15000153,50.37799835,51.00999832,50.70800018,23793000,50.70800018,0.772003174,16.98490198,0.002737111,-0.005920371,0.77200318,FALSE,,,,,,,
7/19/2019,51.99200058,50.92399979,51.13800049,51.63600159,35242000,51.63600159,1.068000793,17.37774911,0.016425605,0.009738376,1.06800079,FALSE,,,,,,,
7/22/2019,52.43000031,50.83800125,51.75,51.13600159,34212000,51.13600159,1.591999054,17.34808702,0.01296968,-0.011864704,1.59199906,FALSE,,,,,,,
7/23/2019,52.09600067,50.90000153,51.34199905,52.0340004,25115500,52.0340004,1.195999146,17.03899574,0.014473311,0.01347827,1.19599914,FALSE,,,,,,,
7/24/2019,53.2140007,51.63199997,51.83399963,52.97600174,55364000,52.97600174,1.582000732,17.82944012,0.025933045,0.022031912,1.58200073,FALSE,,,,,,,
7/25/2019,46.90000153,45.11000061,46.70000076,45.76399994,112091500,45.76399994,1.790000916,18.53482606,0.004264409,-0.020042844,1.79000092,FALSE,,,,,,,
7/26/2019,46.05199814,44.45000076,45.38399887,45.60800171,50138500,45.60800171,1.601997375,17.73029973,0.014505327,0.004935723,1.60199738,FALSE,,,,,,,
7/29/2019,47.18799973,45.20600128,45.41799927,47.15399933,46366500,47.15399933,1.981998444,17.65208777,0.037509546,0.038222733,1.98199845,FALSE,,,,,,,
7/30/2019,48.67200089,46.43600082,46.58000183,48.45199966,40545000,48.45199966,2.236000061,17.51792303,0.042981571,0.040188874,2.23600007,FALSE,,,,,,,
7/31/2019,49.33599854,47.33000183,48.59999847,48.3219986,45891000,48.3219986,2.005996704,17.64177958,0.014918114,-0.005720162,2.00599671,FALSE,,,,,,,
8/1/2019,48.90200043,46.35400009,48.52999878,46.77000046,41297500,46.77000046,2.548000336,17.53631252,0.007607085,-0.036266193,2.54800034,FALSE,,,,,,,
8/2/2019,47.25400162,45.84600067,46.27000046,46.86800003,30682500,46.86800003,1.408000946,17.23920302,0.020823658,0.012924131,1.40800095,FALSE,,,,,,,
8/5/2019,46.27399826,45.15599823,45.91999817,45.66400146,35141500,45.66400146,1.118000031,17.37489333,0.007650087,-0.005574841,1.11800003,FALSE,,,,,,,
8/6/2019,46.5,45.15000153,46.37599945,46.15000153,27821000,46.15000153,1.349998474,17.14130169,0.002666678,-0.004873165,1.34999847,FALSE,,,,,,,
8/7/2019,46.7140007,45.15999985,45.29999924,46.68399811,23882500,46.68399811,1.554000854,16.98865653,0.030269329,0.030551852,1.55400085,FALSE,,,,,,,
8/8/2019,47.95999908,46.52999878,46.88999939,47.65999985,26371500,47.65999985,1.430000305,17.08779444,0.022310253,0.016421422,1.4300003,FALSE,,,,,,,
8/9/2019,47.79199982,46.76200104,47.20999908,47.0019989,19491000,47.0019989,1.029998779,16.78546338,0.012177786,-0.00440585,1.02999878,FALSE,,,,,,,
8/12/2019,47.15399933,45.75,46.59799957,45.80199814,23319500,45.80199814,1.403999329,16.96480048,0.011791147,-0.017082309,1.40399933,FALSE,,,,,,,
8/13/2019,47.20000076,45.50999832,45.76200104,47,24240500,47,1.690002441,17.00353535,0.030466095,0.02705299,1.69000244,FALSE,,,,,,,
8/14/2019,46.29999924,43.33800125,46.24200058,43.92399979,47813000,43.92399979,2.961997986,17.68280813,0.001252671,-0.050127606,2.96199799,FALSE,,,,,,,
8/15/2019,44.31200027,42.31000137,44.17200089,43.12799835,40798000,43.12799835,2.001998901,17.52414362,0.003159401,-0.023634939,2.0019989,FALSE,,,,,,,
8/16/2019,44.44800186,43.20399857,43.33200073,43.98799896,25492500,43.98799896,1.244003296,17.05389485,0.025108016,0.015138886,1.24400329,FALSE,,,,,,,
8/19/2019,45.56600189,44.34000015,44.84199905,45.36600113,26548000,45.36600113,1.22600174,17.09446497,0.015889102,0.01168552,1.22600174,FALSE,,,,,,,
8/20/2019,45.81800079,44.90800095,45.52399826,45.17200089,20626000,45.17200089,0.909999847,16.84206297,0.006416747,-0.007732128,0.90999984,FALSE,,,,,,,
8/21/2019,44.64400101,43.52000046,44.40200043,44.16600037,38971500,44.16600037,1.124000549,17.47834117,0.005420674,-0.005315077,1.12400055,FALSE,,,,,,,
8/22/2019,45.08000183,43.64400101,44.56000137,44.43000031,32795000,44.43000031,1.436000824,17.30578662,0.011535059,-0.002917438,1.43600082,FALSE,,,,,,,
8/23/2019,44.23400116,42.20000076,43.99399948,42.27999878,42693000,42.27999878,2.034000397,17.56954553,0.005425728,-0.038959875,2.0340004,FALSE,,,,,,,
8/26/2019,43.00400162,42.30799866,42.72000122,43,25259500,43,0.69600296,17.04471288,0.006604046,0.006554278,0.69600296,FALSE,,,,,,,
8/27/2019,43.75999832,42.40599823,43.14799881,42.81600189,27081000,42.81600189,1.354000092,17.11434293,0.013985364,-0.007694376,1.35400009,FALSE,,,,,,,
8/28/2019,43.45000076,42.4620018,42.73799896,43.11800003,16127500,43.11800003,0.987998962,16.59603645,0.016386692,0.00889141,0.98799896,FALSE,,,,,,,
8/29/2019,44.68000031,43.59999847,43.79999924,44.34199905,25897500,44.34199905,1.080001831,17.069657,0.019695637,0.012374425,1.08000184,FALSE,,,,,,,
