,open,high,low,close,volume,date
0,1079.0,1123.0,-964.0,258.0,0.0,2020-02-02 22:00:00
1,1245.0,1246.0,-697.0,-188.0,0.0,2020-02-03 22:00:00
2,1230.0,1230.0,-654.0,253.0,0.0,2020-02-04 22:00:00
3,1092.0,1092.0,-595.0,-24.0,0.0,2020-02-05 22:00:00
4,-617.0,815.0,-886.0,-83.0,0.0,2020-02-06 22:00:00
5,-399.0,678.0,-521.0,82.0,0.0,2020-02-09 22:00:00
6,1208.0,1208.0,-861.0,-95.0,0.0,2020-02-10 22:00:00
7,1039.0,1053.0,-757.0,-91.0,0.0,2020-02-11 22:00:00
8,-838.0,708.0,-854.0,-68.0,0.0,2020-02-12 22:00:00
9,590.0,733.0,-1028.0,3.0,0.0,2020-02-13 22:00:00
10,-531.0,626.0,-746.0,-21.0,0.0,2020-02-17 22:00:00
11,1122.0,1122.0,-873.0,-234.0,0.0,2020-02-18 22:00:00
12,-510.0,1124.0,-1309.0,226.0,0.0,2020-02-19 22:00:00
13,-529.0,723.0,-1035.0,-193.0,0.0,2020-02-20 22:00:00
14,-993.0,1017.0,-1110.0,-264.0,0.0,2020-02-23 22:00:00
15,966.0,986.0,-1457.0,-103.0,0.0,2020-02-24 22:00:00
16,746.0,1060.0,-1477.0,-245.0,0.0,2020-02-25 22:00:00
17,-1110.0,1301.0,-1377.0,-30.0,0.0,2020-02-26 22:00:00
18,-1100.0,1407.0,-1478.0,-172.0,0.0,2020-02-27 22:00:00
19,791.0,1535.0,-1203.0,162.0,0.0,2020-03-01 22:00:00
20,240.0,1376.0,-1572.0,448.0,0.0,2020-03-02 22:00:00
21,1409.0,1429.0,-976.0,736.0,0.0,2020-03-03 22:00:00
22,-1303.0,1051.0,-1444.0,90.0,0.0,2020-03-04 22:00:00
23,-1147.0,1285.0,-1395.0,101.0,0.0,2020-03-05 22:00:00
24,-885.0,1021.0,-1379.0,833.0,0.0,2020-03-08 22:00:00
25,1120.0,1400.0,-1481.0,900.0,0.0,2020-03-09 22:00:00
26,-1534.0,1067.0,-1542.0,482.0,0.0,2020-03-10 22:00:00
27,-986.0,1635.0,-1200.0,543.0,0.0,2020-03-11 22:00:00
28,1155.0,1216.0,-1184.0,937.0,0.0,2020-03-12 22:00:00
29,-658.0,1103.0,-1184.0,33.0,0.0,2020-03-15 22:00:00
30,779.0,1357.0,-1105.0,566.0,0.0,2020-03-16 22:00:00
31,-1212.0,906.0,-1328.0,237.0,0.0,2020-03-17 22:00:00
32,-485.0,1354.0,-936.0,420.0,0.0,2020-03-18 22:00:00
33,854.0,1055.0,-1375.0,176.0,0.0,2020-03-19 22:00:00
34,-730.0,1166.0,-1298.0,-294.0,0.0,2020-03-22 22:00:00
35,1687.0,1687.0,-994.0,606.0,0.0,2020-03-23 22:00:00
36,472.0,1251.0,-1091.0,416.0,0.0,2020-03-24 22:00:00
37,1089.0,1202.0,-950.0,943.0,0.0,2020-03-25 22:00:00
38,-1741.0,1044.0,-1741.0,471.0,0.0,2020-03-26 22:00:00
39,225.0,946.0,-848.0,693.0,0.0,2020-03-29 22:00:00
40,-400.0,795.0,-1053.0,342.0,0.0,2020-03-30 22:00:00
41,-1791.0,680.0,-1803.0,519.0,0.0,2020-03-31 22:00:00
42,-609.0,1300.0,-1175.0,921.0,0.0,2020-04-01 22:00:00
43,-526.0,946.0,-1084.0,789.0,0.0,2020-04-02 22:00:00
44,1633.0,1649.0,-840.0,1056.0,0.0,2020-04-05 22:00:00
45,1631.0,1648.0,-1098.0,798.0,0.0,2020-04-06 22:00:00
46,1325.0,1375.0,-915.0,815.0,0.0,2020-04-07 22:00:00
47,1656.0,1671.0,-1164.0,650.0,0.0,2020-04-08 22:00:00
48,-228.0,1015.0,-1148.0,329.0,0.0,2020-04-12 22:00:00
49,1523.0,1523.0,-994.0,727.0,0.0,2020-04-13 22:00:00
50,-1721.0,1104.0,-1776.0,486.0,0.0,2020-04-14 22:00:00
51,215.0,987.0,-1093.0,265.0,0.0,2020-04-15 22:00:00
52,1721.0,1771.0,-718.0,354.0,0.0,2020-04-16 22:00:00
53,-1505.0,908.0,-1505.0,341.0,0.0,2020-04-19 22:00:00
54,-1563.0,1084.0,-1563.0,264.0,0.0,2020-04-20 22:00:00
55,1687.0,1705.0,-820.0,502.0,0.0,2020-04-21 22:00:00
56,783.0,941.0,-1300.0,563.0,0.0,2020-04-22 22:00:00
57,1199.0,1210.0,-1037.0,305.0,0.0,2020-04-23 22:00:00
58,1001.0,1019.0,-660.0,332.0,0.0,2020-04-26 22:00:00
59,1563.0,1581.0,-1281.0,38.0,0.0,2020-04-27 22:00:00
60,1620.0,1640.0,-754.0,9.0,0.0,2020-04-28 22:00:00
61,-940.0,924.0,-1331.0,338.0,0.0,2020-04-29 22:00:00
62,-1588.0,927.0,-1588.0,617.0,0.0,2020-04-30 22:00:00
63,-1199.0,965.0,-1249.0,244.0,0.0,2020-05-03 22:00:00
64,1412.0,1412.0,-1381.0,58.0,0.0,2020-05-04 22:00:00
65,946.0,985.0,-1081.0,-14.0,0.0,2020-05-05 22:00:00
66,1608.0,1634.0,-1029.0,424.0,0.0,2020-05-06 22:00:00
67,1484.0,1484.0,-620.0,466.0,0.0,2020-05-07 22:00:00
68,-1149.0,941.0,-1149.0,-528.0,0.0,2020-05-10 22:00:00
69,842.0,889.0,-1158.0,-296.0,0.0,2020-05-11 22:00:00
70,-773.0,902.0,-1361.0,-35.0,0.0,2020-05-12 22:00:00
71,-1637.0,1288.0,-1656.0,462.0,0.0,2020-05-13 22:00:00
72,-953.0,1014.0,-1035.0,-227.0,0.0,2020-05-14 22:00:00
73,1885.0,1885.0,-724.0,522.0,0.0,2020-05-17 22:00:00
74,-540.0,1251.0,-1141.0,116.0,0.0,2020-05-18 22:00:00
75,1598.0,1598.0,-868.0,610.0,0.0,2020-05-19 22:00:00
76,-356.0,981.0,-896.0,-326.0,0.0,2020-05-20 22:00:00
77,434.0,1017.0,-940.0,457.0,0.0,2020-05-21 22:00:00
78,1667.0,1667.0,-1118.0,271.0,0.0,2020-05-25 22:00:00
79,1368.0,1434.0,-1080.0,520.0,0.0,2020-05-26 22:00:00
80,1223.0,1229.0,-1290.0,-425.0,0.0,2020-05-27 22:00:00
81,-846.0,1339.0,-1114.0,92.0,0.0,2020-05-28 22:00:00
82,499.0,991.0,-800.0,-248.0,0.0,2020-05-31 22:00:00
83,1133.0,1165.0,-925.0,56.0,0.0,2020-06-01 22:00:00
84,1264.0,1316.0,-761.0,90.0,0.0,2020-06-02 22:00:00
85,-951.0,845.0,-1185.0,568.0,0.0,2020-06-03 22:00:00
86,1584.0,1606.0,-1072.0,310.0,0.0,2020-06-04 22:00:00
87,1101.0,1101.0,-702.0,195.0,0.0,2020-06-07 22:00:00
88,-1349.0,852.0,-1353.0,-76.0,0.0,2020-06-08 22:00:00
89,-406.0,1108.0,-1216.0,576.0,0.0,2020-06-09 22:00:00
90,-1881.0,1007.0,-1916.0,1.0,0.0,2020-06-10 22:00:00
91,1777.0,1790.0,-1373.0,358.0,0.0,2020-06-11 22:00:00
92,-1745.0,1550.0,-1745.0,-335.0,0.0,2020-06-14 22:00:00
93,1515.0,1622.0,-1330.0,-642.0,0.0,2020-06-15 22:00:00
94,522.0,990.0,-1332.0,79.0,0.0,2020-06-16 22:00:00
95,-1290.0,981.0,-1290.0,-190.0,0.0,2020-06-17 22:00:00
96,1130.0,1133.0,-1461.0,-144.0,0.0,2020-06-18 22:00:00
97,-718.0,1001.0,-1005.0,-69.0,0.0,2020-06-21 22:00:00
98,1497.0,1497.0,-976.0,-16.0,0.0,2020-06-22 22:00:00
99,-1343.0,1170.0,-1431.0,-113.0,0.0,2020-06-23 22:00:00
100,-1050.0,1155.0,-1072.0,220.0,0.0,2020-06-24 22:00:00
101,-1146.0,1039.0,-1292.0,366.0,0.0,2020-06-25 22:00:00
102,1275.0,1306.0,-1136.0,184.0,0.0,2020-06-28 22:00:00
103,-578.0,1034.0,-995.0,379.0,0.0,2020-06-29 22:00:00
104,659.0,1021.0,-1178.0,367.0,0.0,2020-06-30 22:00:00
105,1749.0,1749.0,-1185.0,-140.0,0.0,2020-07-01 22:00:00
106,1647.0,1703.0,-945.0,106.0,0.0,2020-07-05 22:00:00
107,-1328.0,773.0,-1350.0,-5.0,0.0,2020-07-06 22:00:00
108,-73.0,1083.0,-1099.0,-92.0,0.0,2020-07-07 22:00:00
109,-402.0,1309.0,-1310.0,-28.0,0.0,2020-07-08 22:00:00
110,60.0,1067.0,-800.0,387.0,0.0,2020-07-09 22:00:00
111,1308.0,1401.0,-1548.0,-140.0,0.0,2020-07-12 22:00:00
112,-512.0,1019.0,-903.0,117.0,0.0,2020-07-13 22:00:00
113,1452.0,1452.0,-958.0,104.0,0.0,2020-07-14 22:00:00
114,-1278.0,1050.0,-1278.0,-289.0,0.0,2020-07-15 22:00:00
115,465.0,892.0,-816.0,-252.0,0.0,2020-07-16 22:00:00
116,-566.0,787.0,-655.0,56.0,0.0,2020-07-19 22:00:00
117,1438.0,1474.0,-838.0,67.0,0.0,2020-07-20 22:00:00
118,-803.0,763.0,-844.0,155.0,0.0,2020-07-21 22:00:00
119,-460.0,1000.0,-1222.0,21.0,0.0,2020-07-22 22:00:00
120,-167.0,809.0,-917.0,-112.0,0.0,2020-07-23 22:00:00
121,-180.0,841.0,-516.0,77.0,0.0,2020-07-26 22:00:00
122,-749.0,725.0,-842.0,-126.0,0.0,2020-07-27 22:00:00
123,1063.0,1083.0,-634.0,136.0,0.0,2020-07-28 22:00:00
124,-1382.0,1124.0,-1394.0,-95.0,0.0,2020-07-29 22:00:00
125,-399.0,952.0,-1039.0,205.0,0.0,2020-07-30 22:00:00
126,650.0,857.0,-892.0,61.0,0.0,2020-08-02 22:00:00
127,-391.0,723.0,-664.0,123.0,0.0,2020-08-03 22:00:00
128,1208.0,1231.0,-826.0,64.0,0.0,2020-08-04 22:00:00
129,-326.0,753.0,-666.0,74.0,0.0,2020-08-05 22:00:00
130,-804.0,885.0,-804.0,43.0,0.0,2020-08-06 22:00:00
131,901.0,981.0,-658.0,-96.0,0.0,2020-08-09 22:00:00
132,1307.0,1329.0,-1277.0,-301.0,0.0,2020-08-10 22:00:00
133,1386.0,1421.0,-838.0,-8.0,0.0,2020-08-11 22:00:00
134,-824.0,712.0,-1041.0,-195.0,0.0,2020-08-12 22:00:00
135,-998.0,708.0,-998.0,-59.0,0.0,2020-08-13 22:00:00
136,509.0,723.0,-531.0,-234.0,0.0,2020-08-16 22:00:00
137,-299.0,695.0,-738.0,189.0,0.0,2020-08-17 22:00:00
138,172.0,604.0,-1051.0,-291.0,0.0,2020-08-18 22:00:00
139,-1440.0,763.0,-1440.0,-272.0,0.0,2020-08-19 22:00:00
140,-828.0,577.0,-888.0,221.0,0.0,2020-08-20 22:00:00
141,1281.0,1281.0,-565.0,46.0,0.0,2020-08-23 22:00:00
142,827.0,852.0,-994.0,202.0,0.0,2020-08-24 22:00:00
143,-487.0,579.0,-616.0,-99.0,0.0,2020-08-25 22:00:00
