,open,high,low,close,volume,date,,,
833,145.33,145.59,144.89,145.0754,217630,12/3/2021 7:22,-0.001821,146.309,0.7
834,145.1399,145.46,144.88,145.2299,233963,12/3/2021 7:23,0.001065,146.193,0.58
835,145.18,145.62,145.14,145.44,144644,12/3/2021 7:24,0.001447,145.885,0.48
836,145.44,145.44,144.89,145.01,227800,12/3/2021 7:25,-0.002957,145.734,0.55
837,145.005,145.4,144.91,145.31,146877,12/3/2021 7:26,0.002069,145.616,0.49
838,145.3,145.3883,145.11,145.32,84757,12/3/2021 7:27,0.000069,145.502,0.2783
839,145.322,145.35,144.95,144.95,115096,12/3/2021 7:28,-0.002546,145.46166,0.4
840,144.97,145.27,144.91,144.93,119458,12/3/2021 7:29,-0.000138,145.43966,0.36
841,144.91,144.99,144.27,144.48,257286,12/3/2021 7:30,-0.003105,145.36966,0.72
842,144.45,144.97,144.44,144.62,136431,12/3/2021 7:31,0.000969,145.27966,0.53
843,144.6,144.65,144.2,144.2997,161526,12/3/2021 7:32,-0.002215,145.19366,0.45
844,144.32,144.82,144.32,144.5569,147745,12/3/2021 7:33,0.001782,145.046,0.5
845,144.53,144.71,143.87,143.89,236533,12/3/2021 7:34,-0.004613,144.94,0.84
846,143.905,144.14,143.43,143.55,275846,12/3/2021 7:35,-0.002363,144.828,0.71
847,143.575,144.4092,143.5,143.94,233098,12/3/2021 7:36,0.002717,144.658,0.9092
848,143.91,144.17,143.44,143.52,184787,12/3/2021 7:37,-0.002918,144.54584,0.73
849,143.53,143.96,143.49,143.81,220068,12/3/2021 7:38,0.002021,144.44984,0.47
850,143.84,143.9784,143.7,143.81,130696,12/3/2021 7:39,0.000000,144.27784,0.2784
851,143.81,143.9099,143.2176,143.2273,229012,12/3/2021 7:40,-0.004052,144.13152,0.6923
852,143.23,143.2599,142.51,142.59,354285,12/3/2021 7:41,-0.004450,144.0855,0.7499
853,142.63,142.829,142.4003,142.67,306898,12/3/2021 7:42,0.000561,143.85564,0.4287
854,142.6699,142.91,142.4001,142.53,222994,12/3/2021 7:43,-0.000981,143.58744,0.5099
855,142.54,143.01,142.45,142.626,182285,12/3/2021 7:44,0.000674,143.37744,0.56
856,142.63,142.9,142.52,142.74,184313,12/3/2021 7:45,0.000799,143.18376,0.38
857,142.755,143.1,142.6,142.809,230842,12/3/2021 7:46,0.000483,142.98178,0.5
858,142.84,142.9699,142.5201,142.5397,131594,12/3/2021 7:47,-0.001886,142.9498,0.4498
859,142.57,142.59,142.02,142.12,209075,12/3/2021 7:48,-0.002944,142.97798,0.57
860,142.1,142.22,141.82,142.185,237075,12/3/2021 7:49,0.000457,142.91398,0.4
861,142.185,142.45,141.82,141.83,310448,12/3/2021 7:50,-0.002497,142.75598,0.63
862,141.82,141.95,141.51,141.685,306941,12/3/2021 7:51,-0.001022,142.66598,0.44
863,141.6753,142.6,141.66,142.37,332492,12/3/2021 7:52,0.004835,142.43598,0.94
864,142.36,142.599,142.15,142.4812,181809,12/3/2021 7:53,0.000781,142.362,0.449
865,142.4801,142.68,142.03,142.38,229845,12/3/2021 7:54,-0.000710,142.3638,0.65
866,142.37,142.39,141.97,142.2401,180987,12/3/2021 7:55,-0.000983,142.4558,0.42
867,142.28,142.52,142.1,142.395,145641,12/3/2021 7:56,0.001089,142.4438,0.42
868,142.3801,142.86,142.3801,142.7801,208267,12/3/2021 7:57,0.002704,142.5578,0.4799
869,142.78,142.83,142.66,142.7801,159085,12/3/2021 7:58,0.000000,142.6098,0.17
870,142.8122,143.235,142.66,142.7492,217963,12/3/2021 7:59,-0.000216,142.656,0.575
871,142.72,142.94,142.41,142.8979,213647,12/3/2021 8:00,0.001042,142.767,0.53
872,142.87,143,142.53,142.5301,94568,12/3/2021 8:01,-0.002574,142.877,0.47
873,142.58,143.3697,142.58,143.2092,200420,12/3/2021 8:02,0.004765,142.973,0.7897
874,143.15,143.37,143.06,143.27,154214,12/3/2021 8:03,0.000425,143.07494,0.31
875,143.31,143.36,143.13,143.23,101297,12/3/2021 8:04,-0.000279,143.18294,0.23
876,143.205,143.22,142.12,142.31,211946,12/3/2021 8:05,-0.006423,143.20794,1.1
877,142.315,142.44,142.01,142.0885,133798,12/3/2021 8:06,-0.001556,143.26394,0.43
878,142.04,142.2299,141.9,142.08,141220,12/3/2021 8:07,-0.000060,143.15194,0.3299
879,142.05,142.16,141.88,141.995,124615,12/3/2021 8:08,-0.000598,142.92398,0.28
880,142.02,142.6771,141.76,142.5979,146010,12/3/2021 8:09,0.004246,142.68198,0.9171
881,142.63,142.78,142.5084,142.5431,106640,12/3/2021 8:10,-0.000384,142.5454,0.2716
882,142.51,142.6399,142.25,142.5305,140368,12/3/2021 8:11,-0.000088,142.4574,0.3899
883,142.5,142.64,142.05,142.4077,132741,12/3/2021 8:12,-0.000862,142.49738,0.59
884,142.43,142.52,142.2,142.44,108042,12/3/2021 8:13,0.000227,142.5794,0.32
885,142.45,142.51,142.14,142.2399,89390,12/3/2021 8:14,-0.001405,142.6514,0.37
886,142.17,142.61,142.13,142.2,110812,12/3/2021 8:15,-0.000281,142.61798,0.48
887,142.18,142.23,141.59,141.94,170760,12/3/2021 8:16,-0.001828,142.58398,0.64
888,141.94,142.13,141.5915,141.69,118421,12/3/2021 8:17,-0.001761,142.502,0.5385
889,141.74,142.03,141.52,141.82,179794,12/3/2021 8:18,0.000917,142.4,0.51
890,141.8201,142.1247,141.24,141.3,282686,12/3/2021 8:19,-0.003667,142.302,0.8847
891,141.32,141.84,141.18,141.77,195056,12/3/2021 8:20,0.003326,142.22494,0.66
892,141.7,141.85,141.52,141.82,144183,12/3/2021 8:21,0.000353,142.07094,0.33
893,141.76,142.19,141.72,142.1202,176641,12/3/2021 8:22,0.002117,141.99494,0.47
894,142.11,142.41,141.99,142.41,130380,12/3/2021 8:23,0.002039,142.00694,0.42
895,142.41,142.48,142.14,142.39,99717,12/3/2021 8:24,-0.000140,142.08294,0.34
896,142.4009,142.8799,142.4009,142.8,156778,12/3/2021 8:25,0.002879,142.154,0.479
897,142.75,143.07,142.54,142.94,128939,12/3/2021 8:26,0.000980,142.36198,0.53
898,142.94,143.1,142.9175,142.99,119964,12/3/2021 8:27,0.000350,142.60598,0.1825
899,143.0007,143.69,142.99,143.5973,183867,12/3/2021 8:28,0.004247,142.78798,0.7
900,143.59,143.59,143.22,143.44,172382,12/3/2021 8:29,-0.001095,143.04398,0.37
901,143.44,143.48,142.94,143.06,186266,12/3/2021 8:30,-0.002649,143.26598,0.54
902,143.0737,143.35,142.8,143.025,132322,12/3/2021 8:31,-0.000245,143.386,0.55
903,143.04,143.33,142.91,143.3299,107584,12/3/2021 8:32,0.002132,143.442,0.42
904,143.3267,143.4,143.12,143.25,97678,12/3/2021 8:33,-0.000557,143.488,0.28
905,143.24,143.38,143.1,143.18,104756,12/3/2021 8:34,-0.000489,143.43,0.28
906,143.25,143.5446,143.2,143.5,154025,12/3/2021 8:35,0.002235,143.388,0.3446
907,143.46,143.46,143.02,143.07,124407,12/3/2021 8:36,-0.002997,143.40092,0.44
908,143.075,143.2182,142.93,143.06,96572,12/3/2021 8:37,-0.000070,143.42292,0.2882
909,143.05,143.2299,142.96,142.99,85805,12/3/2021 8:38,-0.000489,143.40056,0.2699
910,143.02,143.1,142.7457,142.87,126225,12/3/2021 8:39,-0.000839,143.36654,0.3543
911,142.89,143.1599,142.71,142.97,112075,12/3/2021 8:40,0.000700,143.31054,0.4499
912,142.96,143.06,142.56,142.56,120089,12/3/2021 8:41,-0.002868,143.2336,0.5
913,142.59,142.65,142.16,142.1774,120547,12/3/2021 8:42,-0.002684,143.1536,0.49
914,142.1668,142.62,142.14,142.3615,111360,12/3/2021 8:43,0.001295,143.03996,0.48
915,142.33,142.33,141.89,142.03,132259,12/3/2021 8:44,-0.002329,142.91798,0.44
916,142.0188,142.42,141.83,142.3099,184902,12/3/2021 8:45,0.001971,142.76398,0.59
917,142.28,142.4916,142.2501,142.47,107555,12/3/2021 8:46,0.001125,142.616,0.2415
918,142.47,142.5,142.05,142.1997,98374,12/3/2021 8:47,-0.001897,142.50232,0.45
919,142.2199,142.325,142.11,142.23,81953,12/3/2021 8:48,0.000213,142.47232,0.215
920,142.23,142.6,141.93,142.2304,167555,12/3/2021 8:49,0.000003,142.41332,0.67
921,142.22,142.22,141.83,141.9,117554,12/3/2021 8:50,-0.002323,142.46732,0.39
922,141.95,142.14,141.83,142.0028,142487,12/3/2021 8:51,0.000724,142.42732,0.31
923,141.95,142.17,141.76,141.97,131255,12/3/2021 8:52,-0.000231,142.357,0.41
924,142.02,142.26,141.89,142.15,118672,12/3/2021 8:53,0.001268,142.291,0.37
925,142.13,142.22,141.9201,141.945,95620,12/3/2021 8:54,-0.001442,142.278,0.2999
926,141.97,142.0594,141.66,141.69,106591,12/3/2021 8:55,-0.001796,142.202,0.3994
927,141.75,141.81,141.48,141.57,100941,12/3/2021 8:56,-0.000847,142.16988,0.33
928,141.57,141.64,141.311,141.3899,98834,12/3/2021 8:57,-0.001272,142.10388,0.329
929,141.36,141.49,141.02,141.165,151440,12/3/2021 8:58,-0.001591,141.99788,0.47
930,141.21,141.6,141.19,141.2912,159989,12/3/2021 8:59,0.000894,141.84388,0.41
931,141.3,141.49,141.25,141.39,95588,12/3/2021 9:00,0.000699,141.71988,0.24
932,141.33,141.44,140.86,140.9,235267,12/3/2021 9:01,-0.003466,141.606,0.58
933,140.8903,141.0599,140.72,140.82,172952,12/3/2021 9:02,-0.000568,141.532,0.3399
934,140.84,141.31,140.75,141.285,201567,12/3/2021 9:03,0.003302,141.41598,0.56
935,141.31,141.3599,141.09,141.22,152590,12/3/2021 9:04,-0.000460,141.37998,0.2699
936,141.2531,142.25,141.15,141.77,329166,12/3/2021 9:05,0.003895,141.33196,1.1
937,141.77,142.07,141.62,141.93,141450,12/3/2021 9:06,0.001129,141.48396,0.45
938,141.95,142.17,141.84,141.97,141484,12/3/2021 9:07,0.000282,141.60996,0.33
939,141.915,142.2,141.741,142.11,100480,12/3/2021 9:08,0.000986,141.83198,0.459
940,142.1,142.35,142.01,142.27,110590,12/3/2021 9:09,0.001126,142.00998,0.34
941,142.27,142.3,142.0301,142.195,85687,12/3/2021 9:10,-0.000527,142.208,0.2699
942,142.185,142.26,142.04,142.2,66528,12/3/2021 9:11,0.000035,142.218,0.22
943,142.17,142.26,142.09,142.21,71094,12/3/2021 9:12,0.000070,142.256,0.17
944,142.18,142.22,141.81,142.0118,102007,12/3/2021 9:13,-0.001394,142.274,0.41
945,141.98,142.23,141.92,141.9868,120875,12/3/2021 9:14,-0.000176,142.278,0.31
946,141.95,142.49,141.9,142.26,139325,12/3/2021 9:15,0.001924,142.254,0.59
947,142.3,142.63,142.25,142.5,127468,12/3/2021 9:16,0.001687,142.292,0.38
948,142.5,142.58,142.32,142.5201,78765,12/3/2021 9:17,0.000141,142.366,0.26
949,142.5634,142.8199,142.45,142.63,137874,12/3/2021 9:18,0.000771,142.43,0.3699
950,142.62,142.66,142.4,142.4501,83540,12/3/2021 9:19,-0.001261,142.54998,0.26
951,142.51,142.57,142.3,142.3101,77377,12/3/2021 9:20,-0.000983,142.63598,0.27
952,142.36,142.87,142.36,142.79,77465,12/3/2021 9:21,0.003372,142.65198,0.51
953,142.78,142.91,142.69,142.8699,93606,12/3/2021 9:22,0.000560,142.69998,0.22
954,142.83,143.2,142.82,142.99,159344,12/3/2021 9:23,0.000841,142.76598,0.38
955,143,143.18,142.96,143.1599,83229,12/3/2021 9:24,0.001188,142.842,0.22
956,143.1299,143.27,142.99,143.2,130231,12/3/2021 9:25,0.000280,142.946,0.28
957,143.195,143.33,143.1,143.32,84847,12/3/2021 9:26,0.000838,143.086,0.23
958,143.32,143.3741,143.21,143.2799,74104,12/3/2021 9:27,-0.000280,143.178,0.1641
959,143.21,143.59,143.18,143.5522,172679,12/3/2021 9:28,0.001900,143.27082,0.41
960,143.535,143.5596,143.3001,143.44,141724,12/3/2021 9:29,-0.000782,143.34882,0.2595
961,143.44,143.46,143,143.11,126963,12/3/2021 9:30,-0.002301,143.42474,0.46
962,143.14,143.21,143.02,143.08,75444,12/3/2021 9:31,-0.000210,143.46274,0.19
963,143.0914,143.11,142.51,142.625,101298,12/3/2021 9:32,-0.003180,143.43874,0.6
964,142.66,142.78,142.45,142.56,114658,12/3/2021 9:33,-0.000456,143.38592,0.33
965,142.56,142.77,142.5001,142.6522,86113,12/3/2021 9:34,0.000647,143.22392,0.2699
966,142.64,142.96,142.4401,142.96,85332,12/3/2021 9:35,0.002158,143.066,0.5199
967,142.92,143.47,142.9,143.34,106610,12/3/2021 9:36,0.002658,142.966,0.57
968,143.335,143.74,143.27,143.665,140355,12/3/2021 9:37,0.002267,143.018,0.47
969,143.665,143.8,143.56,143.6894,122403,12/3/2021 9:38,0.000170,143.144,0.24
970,143.6981,143.77,143.6101,143.76,87882,12/3/2021 9:39,0.000491,143.348,0.1599
971,143.73,143.89,143.72,143.7501,118190,12/3/2021 9:40,-0.000069,143.548,0.17
972,143.78,143.86,143.72,143.845,54284,12/3/2021 9:41,0.000660,143.734,0.14
973,143.8599,144.089,143.84,143.99,162715,12/3/2021 9:42,0.001008,143.812,0.249
974,143.98,144.09,143.8,143.8349,109780,12/3/2021 9:43,-0.001077,143.8818,0.29
975,143.8101,143.87,143.4133,143.6101,116958,12/3/2021 9:44,-0.001563,143.9398,0.4567
976,143.64,143.78,143.5,143.61,60135,12/3/2021 9:45,-0.000001,143.9598,0.28
977,143.61,143.76,143.5007,143.58,94148,12/3/2021 9:46,-0.000209,143.9378,0.2593
978,143.5516,143.71,143.47,143.5001,60888,12/3/2021 9:47,-0.000556,143.9178,0.24
979,143.54,143.55,143.24,143.48,86878,12/3/2021 9:48,-0.000140,143.842,0.31
980,143.475,143.75,143.4379,143.7201,93732,12/3/2021 9:49,0.001673,143.734,0.3121
981,143.76,143.98,143.6015,143.852,71829,12/3/2021 9:50,0.000918,143.71,0.3785
982,143.81,143.8341,143.6001,143.62,86135,12/3/2021 9:51,-0.001613,143.75,0.234
983,143.625,143.64,143.2764,143.345,99080,12/3/2021 9:52,-0.001915,143.76482,0.3636
984,143.36,143.45,143.2,143.28,82230,12/3/2021 9:53,-0.000453,143.75082,0.25
985,143.28,143.39,143.13,143.2122,76370,12/3/2021 9:54,-0.000473,143.73082,0.26
986,143.2,143.2399,142.5,142.535,179942,12/3/2021 9:55,-0.004729,143.65882,0.7399
987,142.55,142.65,142.24,142.2894,173837,12/3/2021 9:56,-0.001723,143.5108,0.41
988,142.29,142.48,142.27,142.33,115970,12/3/2021 9:57,0.000285,143.27398,0.21
989,142.33,142.49,142.28,142.35,107169,12/3/2021 9:58,0.000141,143.04198,0.21
990,142.3301,142.75,142.15,142.6199,186677,12/3/2021 9:59,0.001896,142.84998,0.6
991,142.59,142.5959,142.02,142.3101,171981,12/3/2021 10:00,-0.002172,142.72198,0.5759
992,142.33,142.4,142.11,142.1201,139978,12/3/2021 10:01,-0.001335,142.59318,0.29
993,142.16,142.4,142.14,142.27,73284,12/3/2021 10:02,0.001055,142.54318,0.26
994,142.21,142.44,142.11,142.43,91431,12/3/2021 10:03,0.001125,142.52718,0.33
995,142.41,142.67,142.41,142.54,108017,12/3/2021 10:04,0.000772,142.51718,0.26
996,142.5401,142.94,142.4401,142.84,117023,12/3/2021 10:05,0.002105,142.50118,0.4999
997,142.82,143.06,142.75,142.94,85724,12/3/2021 10:06,0.000700,142.57,0.31
998,142.93,143.2,142.9001,142.93,80093,12/3/2021 10:07,-0.000070,142.702,0.2999
999,142.9,143.11,142.87,143.065,60390,12/3/2021 10:08,0.000945,142.862,0.24
1000,143.02,143.23,142.9101,143.1093,80570,12/3/2021 10:09,0.000310,142.996,0.3199
1001,143.08,143.29,143.04,143.14,70383,12/3/2021 10:10,0.000215,143.108,0.25
1002,143.11,143.24,142.96,143.0321,62491,12/3/2021 10:11,-0.000754,143.178,0.28
1003,143.0163,143.34,143.0163,143.33,66709,12/3/2021 10:12,0.002083,143.214,0.3237
1004,143.34,143.35,142.9,142.9598,89252,12/3/2021 10:13,-0.002583,143.242,0.45
1005,142.96,143.04,142.69,142.89,123711,12/3/2021 10:14,-0.000488,143.29,0.35
1006,142.93,143.32,142.87,143,102415,12/3/2021 10:15,0.000770,143.252,0.45
1007,142.99,143.2,142.93,143.16,64743,12/3/2021 10:16,0.001119,143.258,0.27
1008,143.185,143.46,143.16,143.43,99270,12/3/2021 10:17,0.001886,143.25,0.3
1009,143.4599,143.64,143.385,143.59,98683,12/3/2021 10:18,0.001116,143.274,0.255
1010,143.56,143.66,143.5,143.53,90929,12/3/2021 10:19,-0.000418,143.332,0.16
1011,143.51,143.6,143.41,143.485,72751,12/3/2021 10:20,-0.000314,143.456,0.19
1012,143.4215,143.55,143.361,143.3816,62960,12/3/2021 10:21,-0.000721,143.512,0.189
1013,143.4,143.5299,143.26,143.5299,85202,12/3/2021 10:22,0.001034,143.582,0.2699
1014,143.505,143.7399,143.39,143.585,87855,12/3/2021 10:23,0.000384,143.59598,0.3499
1015,143.61,143.72,143.56,143.625,55043,12/3/2021 10:24,0.000279,143.61596,0.16
1016,143.6,143.67,143.18,143.565,114080,12/3/2021 10:25,-0.000418,143.62796,0.49
1017,143.54,143.5899,143.34,143.364,58001,12/3/2021 10:26,-0.001400,143.64196,0.2499
1018,143.4,143.53,143.24,143.3,65825,12/3/2021 10:27,-0.000446,143.64994,0.29
1019,143.3,143.3898,143.12,143.1224,61173,12/3/2021 10:28,-0.001239,143.64996,0.2698
1020,143.17,143.23,143,143.05,89959,12/3/2021 10:29,-0.000506,143.57994,0.23
1021,143.06,143.14,142.7705,142.88,100679,12/3/2021 10:30,-0.001188,143.48194,0.3695
1022,142.83,142.92,142.72,142.8001,65474,12/3/2021 10:31,-0.000559,143.37594,0.2
1023,142.83,142.87,142.52,142.62,82861,12/3/2021 10:32,-0.001261,143.24196,0.35
1024,142.62,142.6799,142.53,142.605,59638,12/3/2021 10:33,-0.000105,143.10996,0.1499
1025,142.5905,142.82,142.44,142.485,84531,12/3/2021 10:34,-0.000841,142.96798,0.38
1026,142.51,142.63,142.13,142.31,102782,12/3/2021 10:35,-0.001228,142.88598,0.5
1027,142.31,142.42,142.18,142.2508,72212,12/3/2021 10:36,-0.000416,142.78398,0.24
1028,142.31,142.46,142.29,142.4136,61086,12/3/2021 10:37,0.001144,142.68398,0.17
1029,142.395,142.61,142.33,142.56,81736,12/3/2021 10:38,0.001028,142.60198,0.28
1030,142.51,142.63,142.3301,142.6032,67353,12/3/2021 10:39,0.000303,142.588,0.2999
1031,142.605,142.94,142.5,142.765,123356,12/3/2021 10:40,0.001135,142.55,0.44
1032,142.78,142.78,142.4,142.435,72431,12/3/2021 10:41,-0.002311,142.612,0.38
1033,142.4799,142.76,142.3401,142.53,128713,12/3/2021 10:42,0.000667,142.684,0.4199
1034,142.55,142.61,142.4,142.49,80492,12/3/2021 10:43,-0.000281,142.744,0.21
1035,142.45,142.4894,142.31,142.355,52155,12/3/2021 10:44,-0.000947,142.744,0.1794
1036,142.3599,142.773,142.33,142.59,76627,12/3/2021 10:45,0.001651,142.71588,0.443
1037,142.57,142.629,142.25,142.27,78147,12/3/2021 10:46,-0.002244,142.68248,0.379
1038,142.32,142.32,141.91,142.02,136042,12/3/2021 10:47,-0.001757,142.65228,0.41
1039,142.01,142.07,141.87,141.975,97463,12/3/2021 10:48,-0.000317,142.56428,0.2
1040,141.975,142.19,141.97,142.155,88042,12/3/2021 10:49,0.001268,142.45628,0.22
1041,142.14,142.29,141.95,142.2515,119554,12/3/2021 10:50,0.000679,142.3964,0.34
1042,142.265,142.48,142.15,142.4496,86016,12/3/2021 10:51,0.001393,142.2998,0.33
1043,142.4,142.5999,142.3388,142.52,85923,12/3/2021 10:52,0.000494,142.27,0.2611
1044,142.515,142.5299,142.31,142.4219,65446,12/3/2021 10:53,-0.000688,142.32598,0.2199
1045,142.43,142.56,142.111,142.12,93699,12/3/2021 10:54,-0.002120,142.41796,0.449
1046,142.135,142.2,141.91,142.0799,92609,12/3/2021 10:55,-0.000282,142.49196,0.29
1047,142.08,142.2046,142.05,142.125,64301,12/3/2021 10:56,0.000317,142.47396,0.1546
1048,142.125,142.3,141.9701,142.29,77649,12/3/2021 10:57,0.001161,142.41888,0.3299
1049,142.2669,142.4,141.91,141.97,104341,12/3/2021 10:58,-0.002249,142.3589,0.49
1050,141.98,141.99,141.79,141.85,116653,12/3/2021 10:59,-0.000845,142.33292,0.2
1051,141.84,142.1,141.82,142.02,75564,12/3/2021 11:00,0.001198,142.21892,0.28
1052,142.07,142.1299,141.84,141.96,75055,12/3/2021 11:01,-0.000422,142.19892,0.2899
1053,141.98,142.4,141.8801,142.31,78199,12/3/2021 11:02,0.002465,142.18398,0.5199
1054,142.28,142.33,142.0514,142.2,89899,12/3/2021 11:03,-0.000773,142.20398,0.2786
1055,142.17,142.76,142.15,142.5747,106468,12/3/2021 11:04,0.002635,142.18998,0.61
1056,142.57,142.7099,142.33,142.61,104846,12/3/2021 11:05,0.000248,142.34398,0.3799
1057,142.6036,142.6036,142.25,142.25,87381,12/3/2021 11:06,-0.002524,142.46596,0.3536
1058,142.23,142.46,142.21,142.22,75820,12/3/2021 11:07,-0.000211,142.5607,0.25
1059,142.25,142.3399,141.96,142.06,107580,12/3/2021 11:08,-0.001125,142.5727,0.3799
1060,142.05,142.06,141.8,141.99,83681,12/3/2021 11:09,-0.000493,142.57468,0.26
1061,141.96,142.16,141.67,141.76,111599,12/3/2021 11:10,-0.001620,142.43468,0.49
1062,141.7101,141.99,141.7101,141.96,61537,12/3/2021 11:11,0.001411,142.3247,0.2799
1063,141.9301,142.27,141.9301,142.23,81080,12/3/2021 11:12,0.001902,142.20198,0.3399
1064,142.22,142.5,142.15,142.26,101698,12/3/2021 11:13,0.000211,142.16398,0.35
1065,142.24,142.33,142.04,142.04,105089,12/3/2021 11:14,-0.001546,142.196,0.29
1066,142.04,142.2,141.91,141.96,118307,12/3/2021 11:15,-0.000563,142.25,0.29
1067,141.9301,142.07,141.77,142.02,62713,12/3/2021 11:16,0.000423,142.258,0.3
1068,141.99,142.31,141.8901,142.15,104577,12/3/2021 11:17,0.000915,142.274,0.4199
1069,142.13,142.155,141.78,141.82,59983,12/3/2021 11:18,-0.002321,142.282,0.375
1070,141.87,141.88,141.55,141.57,86505,12/3/2021 11:19,-0.001763,142.213,0.33
1071,141.55,141.65,141.44,141.51,115205,12/3/2021 11:20,-0.000424,142.123,0.21
1072,141.55,141.77,141.45,141.7699,91559,12/3/2021 11:21,0.001837,142.013,0.32
1073,141.73,142.1,141.69,142.1,106769,12/3/2021 11:22,0.002328,141.953,0.41
1074,142.07,142.49,141.9914,142.465,125510,12/3/2021 11:23,0.002569,141.911,0.4986
1075,142.49,142.78,142.24,142.65,141086,12/3/2021 11:24,0.001299,141.978,0.54
1076,142.67,142.81,142.53,142.63,102586,12/3/2021 11:25,-0.000140,142.158,0.28
1077,142.61,142.7099,142.44,142.64,72285,12/3/2021 11:26,0.000070,142.39,0.2699
1078,142.635,142.75,142.5,142.59,95351,12/3/2021 11:27,-0.000351,142.57798,0.25
1079,142.56,142.7,142.39,142.4652,95696,12/3/2021 11:28,-0.000875,142.70798,0.31
1080,142.49,142.7,142.4501,142.61,68075,12/3/2021 11:29,0.001016,142.74998,0.2499
1081,142.6,142.84,142.3301,142.34,117986,12/3/2021 11:30,-0.001893,142.73398,0.5099
1082,142.355,142.38,142.1501,142.25,96640,12/3/2021 11:31,-0.000632,142.73998,0.2299
1083,142.26,142.28,142.04,142.1999,80856,12/3/2021 11:32,-0.000352,142.674,0.24
1084,142.17,142.4199,142.15,142.298,87949,12/3/2021 11:33,0.000690,142.58,0.2699
1085,142.305,142.31,142.0001,142.04,62083,12/3/2021 11:34,-0.001813,142.52398,0.3099
1086,142.05,142.15,141.84,141.96,55587,12/3/2021 11:35,-0.000563,142.44598,0.31
1087,141.96,142.26,141.8788,142.1511,74674,12/3/2021 11:36,0.001346,142.30798,0.3812
1088,142.0901,142.1899,142,142.09,41126,12/3/2021 11:37,-0.000430,142.28398,0.1899
1089,142.05,142.09,141.82,141.8799,57620,12/3/2021 11:38,-0.001479,142.26596,0.27
1090,141.87,141.97,141.51,141.57,112712,12/3/2021 11:39,-0.002184,142.19998,0.46
1091,141.57,142.07,141.57,141.8,109294,12/3/2021 11:40,0.001625,142.13198,0.5
1092,141.8091,142.0048,141.7501,141.82,68817,12/3/2021 11:41,0.000141,142.11598,0.2547
1093,141.84,141.99,141.77,141.97,54087,12/3/2021 11:42,0.001058,142.06494,0.22
1094,142,142.3299,142,142.29,115724,12/3/2021 11:43,0.002254,142.02496,0.3299
1095,142.26,142.31,142.06,142.21,79757,12/3/2021 11:44,-0.000562,142.07294,0.25
1096,142.26,142.32,142.08,142.09,50892,12/3/2021 11:45,-0.000844,142.14094,0.24
1097,142.08,142.31,142.08,142.27,72990,12/3/2021 11:46,0.001267,142.19094,0.23
1098,142.25,142.38,142.09,142.325,81827,12/3/2021 11:47,0.000387,142.25198,0.29
1099,142.3189,142.3499,142.17,142.17,78587,12/3/2021 11:48,-0.001089,142.32998,0.1799
1100,142.2,142.24,141.81,141.95,104405,12/3/2021 11:49,-0.001547,142.33398,0.43
1101,141.97,142,141.81,141.87,87535,12/3/2021 11:50,-0.000564,142.31998,0.19
1102,141.87,142.2,141.85,142.1552,105477,12/3/2021 11:51,0.002010,142.25598,0.35
1103,142.1799,142.2,141.99,142.13,76180,12/3/2021 11:52,-0.000177,142.23398,0.21
1104,142.11,142.1699,141.8801,141.9,93830,12/3/2021 11:53,-0.001618,142.19798,0.2898
1105,141.915,141.9499,141.63,141.6695,89823,12/3/2021 11:54,-0.001624,142.16198,0.3199
1106,141.67,141.92,141.63,141.83,98608,12/3/2021 11:55,0.001133,142.10396,0.29
1107,141.804,141.99,141.755,141.88,89370,12/3/2021 11:56,0.000353,142.08796,0.235
1108,141.88,141.93,141.74,141.79,46043,12/3/2021 11:57,-0.000634,142.04596,0.19
1109,141.81,141.82,141.62,141.7501,91448,12/3/2021 11:58,-0.000281,141.99196,0.2
1110,141.8,141.8,141.3387,141.3387,119489,12/3/2021 11:59,-0.002902,141.92198,0.4613
1111,141.335,141.44,141.05,141.131,119812,12/3/2021 12:00,-0.001470,141.892,0.39
1112,141.1245,141.19,140.95,140.985,146259,12/3/2021 12:01,-0.001034,141.796,0.24
1113,141,141.17,140.9589,141.08,70047,12/3/2021 12:02,0.000674,141.636,0.2111
1114,141.09,141.5692,141.09,141.5692,83515,12/3/2021 12:03,0.003468,141.484,0.4792
1115,141.54,141.7,141.43,141.552,92277,12/3/2021 12:04,-0.000121,141.43384,0.27
1116,141.56,141.57,141.29,141.5134,75437,12/3/2021 12:05,-0.000273,141.41384,0.28
1117,141.48,141.55,141.3901,141.47,48841,12/3/2021 12:06,-0.000307,141.43984,0.1599
1118,141.49,141.83,141.46,141.71,137793,12/3/2021 12:07,0.001696,141.51184,0.37
1119,141.72,141.74,141.3,141.31,95838,12/3/2021 12:08,-0.002823,141.64384,0.44
1120,141.34,141.35,141.01,141.0899,99764,12/3/2021 12:09,-0.001558,141.678,0.34
1121,141.09,141.2899,141.09,141.12,103702,12/3/2021 12:10,0.000213,141.608,0.1999
1122,141.1105,141.185,141.05,141.1,91853,12/3/2021 12:11,-0.000142,141.55198,0.135
1123,141.08,141.29,141.04,141.215,143613,12/3/2021 12:12,0.000815,141.47898,0.25
1124,141.23,141.515,141.16,141.515,135053,12/3/2021 12:13,0.002124,141.37098,0.355
1125,141.5199,141.5199,141.21,141.28,78747,12/3/2021 12:14,-0.001661,141.32598,0.3099
