,open,high,low,close,volume,datetime
129,99.1725,99.25,96.7425,97.0,103645836.0,1595307600000.0
130,96.6925,97.975,96.6025,97.2725,89001652.0,1595394000000.0
131,96.998375,97.0775,92.00975,92.845,197004432.0,1595480400000.0
132,90.9875,92.97,89.145,92.615,185438864.0,1595566800000.0
133,93.71,94.905,93.48,94.81,121214192.0,1595826000000.0
134,94.3675,94.54965,93.2475,93.2525,103625500.0,1595912400000.0
135,93.75,95.23,93.7125,95.04,90329256.0,1595998800000.0
136,94.1875,96.2975,93.7675,96.19,158130020.0,1596085200000.0
137,102.88375,106.415,100.825,106.26,374295468.0,1596171600000.0
138,108.2,111.636425,107.8925,108.9375,308151388.0,1596430800000.0
139,109.1325,110.79,108.3875,109.665,172792368.0,1596517200000.0
140,109.3775,110.3925,108.8975,110.0625,121991952.0,1596603600000.0
141,110.405,114.4125,109.7975,113.9025,202428900.0,1596690000000.0
142,113.205,113.675,110.2925,111.1125,198045612.0,1596776400000.0
143,112.6,113.775,110.0,112.7275,212403424.0,1597035600000.0
144,111.96875,112.4825,109.106675,109.375,187902376.0,1597122000000.0
145,110.4975,113.275,110.2975,113.01,165944820.0,1597208400000.0
146,114.43,116.0425,113.9275,115.01,210082064.0,1597294800000.0
147,114.82875,115.0,113.045,114.9075,165565208.0,1597381200000.0
148,116.0625,116.0875,113.962525,114.6075,119561444.0,1597640400000.0
149,114.3525,116.0,114.0075,115.5625,105633540.0,1597726800000.0
150,115.98325,117.1625,115.61,115.7075,145538008.0,1597813200000.0
151,115.75,118.392,115.733375,118.275,126907188.0,1597899600000.0
152,119.2625,124.868,119.25,124.37,338054640.0,1597986000000.0
153,128.6975,128.785,123.93625,125.8575,345937768.0,1598245200000.0
154,124.6975,125.1793,123.0525,124.825,211495788.0,1598331600000.0
155,126.179125,126.9925,125.0825,126.5225,163022268.0,1598418000000.0
156,127.1425,127.485,123.8325,125.01,155552384.0,1598504400000.0
157,126.0125,126.4425,124.5775,124.8075,187629916.0,1598590800000.0
158,127.58,131.0,126.0,129.04,225702690.0,1598850000000.0
159,132.76,134.8,130.53,134.18,152470140.0,1598936400000.0
160,137.59,137.98,127.0,131.4,200118990.0,1599022800000.0
161,126.91,128.84,120.5,120.88,257599640.0,1599109200000.0
162,120.07,123.7,110.89,120.96,332607160.0,1599195600000.0
163,113.95,118.99,112.68,112.82,231366560.0,1599541200000.0
164,117.26,119.14,115.26,117.32,176940460.0,1599627600000.0
165,120.36,120.5,112.5,113.49,182274390.0,1599714000000.0
166,114.57,115.23,110.0,112.0,180860330.0,1599800400000.0
167,114.72,115.93,112.8,115.355,140150090.0,1600059600000.0
168,118.33,118.829,113.61,115.54,184642040.0,1600146000000.0
169,115.23,116.0,112.04,112.13,155026680.0,1600232400000.0
170,109.72,112.2,108.71,110.34,178010970.0,1600318800000.0
171,110.4,110.88,106.09,106.84,287104880.0,1600405200000.0
172,104.54,110.19,103.1,110.08,195713820.0,1600664400000.0
173,112.68,112.86,109.16,111.81,183055370.0,1600750800000.0
174,111.62,112.11,106.77,107.12,150718670.0,1600837200000.0
175,105.17,110.25,105.0,108.22,167743350.0,1600923600000.0
176,108.43,112.44,107.67,112.28,149981440.0,1601010000000.0
177,115.01,115.32,112.78,114.96,137672400.0,1601269200000.0
178,114.55,115.31,113.57,114.09,100060526.0,1601355600000.0
179,113.79,117.26,113.62,115.81,142675180.0,1601442000000.0
180,117.64,117.72,115.83,116.79,116120440.0,1601528400000.0
181,112.89,115.37,112.22,113.02,144711990.0,1601614800000.0
182,113.91,116.65,113.55,116.5,106243839.0,1601874000000.0
183,115.7,116.12,112.25,113.16,161498210.0,1601960400000.0
184,114.62,115.55,114.13,115.08,96848985.0,1602046800000.0
185,116.25,116.4,114.5901,114.97,83477153.0,1602133200000.0
186,115.28,117.0,114.92,116.97,100506865.0,1602219600000.0
187,120.06,125.18,119.2845,124.4,240226770.0,1602478800000.0
188,125.27,125.39,119.65,121.1,262330450.0,1602565200000.0
189,121.0,123.03,119.62,121.19,151062310.0,1602651600000.0
190,118.72,121.2,118.15,120.71,112559219.0,1602738000000.0
191,121.28,121.548,118.81,119.02,115393808.0,1602824400000.0
192,119.96,120.419,115.66,115.98,120639337.0,1603083600000.0
193,116.2,118.98,115.63,117.51,124423728.0,1603170000000.0
194,116.67,118.705,116.45,116.87,89945980.0,1603256400000.0
195,117.45,118.04,114.59,115.75,101987954.0,1603342800000.0
196,116.39,116.55,114.28,115.04,82572645.0,1603429200000.0
197,114.01,116.55,112.88,115.05,111850657.0,1603688400000.0
198,115.49,117.28,114.5399,116.6,92276772.0,1603774800000.0
199,115.05,115.43,111.1,111.2,143937820.0,1603861200000.0
200,112.37,116.93,112.2,115.32,146129170.0,1603947600000.0
201,111.06,111.99,107.72,108.86,190573480.0,1604034000000.0
202,109.11,110.68,107.32,108.77,122866899.0,1604296800000.0
203,109.66,111.49,108.73,110.44,107624448.0,1604383200000.0
204,114.14,115.59,112.35,114.95,138235480.0,1604469600000.0
205,117.95,119.62,116.8686,119.03,126387074.0,1604556000000.0
206,118.32,119.2,116.13,118.69,114457922.0,1604642400000.0
207,120.5,121.99,116.05,116.32,154515320.0,1604901600000.0
208,115.55,117.59,114.13,115.97,138023390.0,1604988000000.0
209,117.19,119.63,116.44,119.49,112294954.0,1605074400000.0
210,119.62,120.53,118.57,119.21,103350674.0,1605160800000.0
211,119.44,119.6717,117.87,119.26,81688586.0,1605247200000.0
212,118.92,120.99,118.146,120.3,91183018.0,1605506400000.0
213,119.55,120.6741,118.96,119.39,74270973.0,1605592800000.0
214,118.61,119.82,118.0,118.03,76322111.0,1605679200000.0
215,117.59,119.06,116.81,118.64,74112972.0,1605765600000.0
216,118.64,118.77,117.29,117.34,73604287.0,1605852000000.0
217,117.18,117.6202,113.75,113.85,127959318.0,1606111200000.0
218,113.91,115.85,112.59,115.17,113874218.0,1606197600000.0
219,115.55,116.75,115.17,116.03,76499234.0,1606284000000.0
220,116.57,117.49,116.22,116.59,46691331.0,1606456800000.0
221,116.97,120.97,116.81,119.05,169410180.0,1606716000000.0
222,121.01,123.4693,120.01,122.72,128166803.0,1606802400000.0
223,122.02,123.37,120.89,123.08,89004195.0,1606888800000.0
224,123.52,123.78,122.21,122.94,78967630.0,1606975200000.0
225,122.6,122.8608,121.52,122.25,78260421.0,1607061600000.0
226,122.31,124.57,122.25,123.75,86711990.0,1607320800000.0
227,124.37,124.98,123.09,124.38,82225512.0,1607407200000.0
228,124.53,125.95,121.0,121.78,115089193.0,1607493600000.0
229,120.5,123.87,120.15,123.24,81312170.0,1607580000000.0
230,122.43,122.76,120.55,122.41,86939786.0,1607666400000.0
231,122.6,123.35,121.54,121.78,79075988.0,1607925600000.0
232,124.34,127.9,124.13,127.88,157572260.0,1608012000000.0
233,127.41,128.37,126.56,127.81,98208591.0,1608098400000.0
234,128.9,129.58,128.045,128.7,94359811.0,1608184800000.0
235,128.96,129.1,126.12,126.655,192541500.0,1608271200000.0
236,125.02,128.31,123.449,128.23,121251553.0,1608530400000.0
237,131.61,134.405,129.65,131.88,169351830.0,1608616800000.0
238,132.16,132.43,130.78,130.96,88223692.0,1608703200000.0
239,131.32,133.46,131.1,131.97,54930064.0,1608789600000.0
240,133.99,137.34,133.51,136.69,124486237.0,1609135200000.0
241,138.05,138.789,134.3409,134.87,121047324.0,1609221600000.0
242,135.58,135.99,133.4,133.72,96452124.0,1609308000000.0
243,134.08,134.74,131.72,132.69,99116586.0,1609394400000.0
244,133.52,133.6116,126.76,129.41,143301890.0,1609740000000.0
245,128.89,131.74,128.43,131.01,97664898.0,1609826400000.0
246,127.72,131.0499,126.382,126.6,155087970.0,1609912800000.0
247,128.36,131.63,127.86,130.92,109578157.0,1609999200000.0
248,132.43,132.63,130.23,132.05,105158245.0,1610085600000.0
249,129.19,130.17,128.5,128.98,100620880.0,1610344800000.0
250,128.5,129.69,126.86,128.8,91951145.0,1610431200000.0
251,128.76,131.45,128.49,130.89,88636831.0,1610517600000.0
252,130.8,131.0,128.76,128.91,90221755.0,1610604000000.0
253,128.78,130.2242,127.0,127.14,111598531.0,1610690400000.0
